Time,PupilDilation,Respiration,HeartRate
3115,947.3,-433.2,-772.2
3116,947.3,-447,-924
3117,945.3,-449.4,-1029.6
3118,942.2,-440.8,-757
3119,941.2,-429.4,-772.2
3120,943.3,-416.8,-924
3121,940.4,-404.6,-1029.6
3122,942.3,-390,-757
3123,944.3,-385.2,-757
3124,942.1,-381.2,-772.2
3125,940.1,-376.8,-893.8
3126,941.1,-372,-772.2
3127,942.9,-373,-939.2
3128,941.9,-381.2,-1196.8
3129,944.1,-401.4,-1060
3130,948.9,-418.4,-1075.2
3131,952.4,-435.4,-1212
3132,954.2,-452.8,-1196.8
3133,952.9,-468.4,-1029.6
3134,952.5,-469.6,-772.2
3135,954,-467.8,-939.2
3136,958.5,-468,-1196.8
3137,956.7,-474.6,-1060
3138,958.7,-488.6,-1060
3139,961.4,-506.4,-1075.2
3140,966.7,-519.4,-1212
3141,970.3,-509.2,-1212
3142,979.3,-462.6,-1212
3143,980.6,-377.4,-1212
3144,982.5,-215,-1212
3145,983.3,97.4,-1227
3146,986,299.6,-1363
3147,990.6,533.6,-1332.6
3148,987.9,847.6,-1029.6
3149,988.5,979.2,-787.2
3150,992.3,1078.4,-1075.2
3151,996,1147.4,-1212
3152,1000.4,1191.8,-1196.8
3153,1003.1,1182.2,-1060
3154,1008.3,1154.8,-1090.2
3155,1005.2,1099.8,-1363
3156,1009.5,998.2,-1347.8
3157,1014.2,933,-1227
3158,1018.4,862.2,-1378.2
3159,1018.6,771.6,-1484.6
3160,1021.6,630.2,-1196.8
3161,1024.7,551.2,-1075.2
3162,1025.2,472.4,-1227
3163,1030.9,380.6,-1347.8
3164,1030.9,248.4,-1212
3165,1032.9,175.8,-1212
3166,1035,91.4,-1242.2
3167,1035.4,-32.4,-1484.6
3168,1040.3,-99.2,-1227
3169,1042.9,-164.8,-1378.2
3170,1042.9,-239.8,-1499.8
3171,1048.9,-344.8,-1347.8
3172,1047.7,-392,-1227
3173,1048.8,-429.8,-1378.2
3174,1052.6,-457.4,-1515
3175,1056.5,-474.2,-1515
3176,1058.7,-469,-1515
3177,1057.9,-458.4,-1530
3178,1059,-442.8,-1666
3179,1062.6,-419.8,-1650.8
3180,1064.8,-409.4,-1515
3181,1061.1,-401.6,-1530
3182,1061.4,-393.6,-1620.6
3183,1062.2,-383.4,-1227
3184,1064.8,-381,-1378.2
3185,1068.5,-381.8,-1515
3186,1069.8,-386.2,-1484.6
3187,1073.3,-392.6,-1196.8
3188,1077.6,-400.8,-1075.2
3189,1073.4,-411.4,-1227
3190,1076,-426.2,-1347.8
3191,1077.5,-432.4,-1227
3192,1077.9,-439.6,-1378.2
3193,1080.5,-449.4,-1515
3194,1079.5,-465,-1515
3195,1077.9,-475.4,-1515
3196,1078.8,-488,-1515
3197,1077.4,-505.8,-1499.8
3198,1075.1,-530.2,-1347.8
3199,1072.9,-534,-1212
3200,1073.1,-525.2,-1227
3201,1076.7,-479.2,-1332.6
3202,1073.9,-348.4,-1044.8
3203,1073.3,-224,-939.2
3204,1074.9,-31.4,-1212
3205,1070.7,297.2,-1212
3206,1069,486.8,-1212
3207,1067.9,667,-1196.8
3208,1061.6,849,-1075.2
3209,1057.6,1065.2,-1196.8
3210,1053.7,1140.2,-1060
3211,1058.8,1185.4,-1075.2
3212,1058.1,1197,-1196.8
3213,1059.1,1164.4,-1044.8
3214,1064.3,1118.8,-924
3215,1059.5,1061.4,-1075.2
3216,1061.2,983.6,-1196.8
3217,1061.4,860.2,-1060
3218,1061.1,791.2,-1060
3219,1056,722,-1075.2
3220,1062.5,637.6,-1181.6
3221,1060.2,509.2,-878.6
3222,1059.7,435,-621
3223,1060.8,343.8,-741.8
3224,1065.1,203.2,-590.8
3225,1064.7,124.2,-438.8
3226,1063.5,45,-318
3227,1061.3,-47.8,-454
3228,1066,-176,-438.8
3229,1066.9,-239.8,-303
3230,1065.8,-297,-303
3231,1069.8,-352,-303
3232,1070.6,-416.6,-272.6
3233,1072,-438.2,0
3234,1069.8,-452.6,-30.2
3235,1069.9,-459.2,-303
3236,1069.4,-459,-303
3237,1073,-453.2,-318
3238,1076.9,-444,-469.2
3239,1077.8,-433,-575.6
3240,1071.7,-419.6,-287.8
3241,1072.6,-413,-166.2
3242,1070,-407.2,-303
3243,1066.9,-399.4,-287.8
3244,1068,-396.8,-135.8
3245,1063.8,-396.2,0
3246,1054.6,-400,0
3247,1041.7,-414,15
3248,1032.2,-425,151
3249,1002.6,-440,151
3250,902,-457.8,135.8
3251,,-483.6,15
3252,,-495.6,151
3253,,-503.4,151
3254,,-511.2,151
3255,,-521.4,166.2
3256,,-529,303
3257,,-539.8,287.8
3258,,-557.4,166.2
3259,,-585,318
3260,,-592,438.8
3261,,-570.2,272.6
3262,,-479.6,15
3263,,-374.6,166.2
3264,,-231.2,303
3265,,-17,272.6
3266,,338.8,15
3267,830.6,534.6,166.2
3268,775.4,712.8,318
3269,750.9,885,438.8
3270,735.2,1077.8,318
3271,725.6,1136.2,438.8
3272,721.6,1166.8,303
3273,722.6,1166,333.2
3274,713.7,1125.2,621
3275,712.3,1079.2,772.2
3276,704.9,1024.2,893.8
3277,702.5,950.2,741.8
3278,698.9,829,636.2
3279,698.9,758.4,893.8
3280,695.5,669,726.6
3281,690.3,529.4,469.2
3282,689.5,451.2,606
3283,685.1,372.2,590.8
3284,679.7,279.4,454
3285,681.4,146.8,469.2
3286,678.5,76.6,621
3287,678,9.8,772.2
3288,687,-68.8,893.8
3289,698.6,-183.8,787.2
3290,695,-242,1060
3291,694.7,-296.2,1060
3292,698.7,-353.6,1060
3293,697.5,-426,1075.2
3294,697.8,-453.8,1212
3295,698.6,-471.4,1196.8
3296,699.9,-481.2,1044.8
3297,700.2,-480.4,939.2
3298,701.3,-471.6,1196.8
3299,705.2,-457.4,1044.8
3300,707.5,-437,909
3301,710.5,-427.4,939.2
3302,712.3,-420.2,1212
3303,716.7,-417.8,1196.8
3304,717.7,-422.6,1060
3305,722.4,-430.2,1075.2
3306,723.8,-436.4,1212
3307,725.2,-444.8,1196.8
3308,728.7,-457.4,1075.2
3309,733,-464.6,1212
3310,737.8,-472.8,1196.8
3311,741.9,-484.4,1060
3312,746,-504.8,1090.2
3313,750.5,-518.6,1378.2
3314,752.9,-531.6,1499.8
3315,758.8,-546.2,1378.2
3316,761.1,-564.4,1530
3317,766.1,-571,1666
3318,773.8,-577,1650.8
3319,779.7,-586.8,1530
3320,782.3,-595.8,1681.2
3321,785.8,-604.8,1818
3322,787.4,-610.8,1818
3323,791.9,-600.2,1818
3324,798.4,-565.6,1833
3325,804.4,-501.6,1969
3326,812.2,-367.8,1969
3327,817.6,-87.6,1984.2
3328,819.1,112.4,2136
3329,823,324.6,2272
3330,825.5,571.2,2241.6
3331,828.6,905.2,1984.2
3332,837.9,1044.2,2136
3333,841.7,1148.4,2272
3334,844.2,1221.8,2287.2
3335,846.5,1267.2,2439
3336,850.6,1254.8,2575
3337,853.3,1215.2,2575
3338,857,1127.6,2575
3339,859.4,1064.2,2575
3340,864.5,994.4,2590.2
3341,865.6,904.8,2696.6
3342,873.9,763.8,2424
3343,879,682.4,2439
3344,879.4,599.8,2544.6
3345,882.6,503.2,2241.6
3346,884,360.8,1984.2
3347,888.2,285,2121
3348,888.6,210.2,2121
3349,894,121.2,2121
3350,892.3,-12.6,2121
3351,897.2,-85.2,2136
3352,905.2,-155.8,2256.8
3353,914.2,-234.2,2090.6
3354,913.6,-336,1833
3355,915.1,-378.8,1969
3356,917.9,-414,1938.6
3357,916.7,-447.8,1681.2
3358,914.7,-455.8,1802.8
3359,921.4,-459.2,1650.8
3360,921.8,-458.4,1484.6
3361,924,-450.8,1212
3362,926.7,-444.8,1212
3363,930.6,-438.8,1196.8
3364,931.6,-431.4,1044.8
3365,929.7,-420.4,924
3366,934.1,-417.6,1075.2
3367,935.4,-416.6,1196.8
3368,934.1,-422.4,1044.8
3369,937.6,-438.4,909
3370,939,-450.4,924
3371,941.7,-462.4,1060
3372,940.7,-476.6,1014.6
3373,942.7,-496.6,606
3374,945.1,-504.4,636.2
3375,947.9,-512.4,878.6
3376,952.2,-523.4,606
3377,955.5,-530.8,636.2
3378,954,-540.2,909
3379,957.6,-553.4,863.4
3380,959.6,-572.8,454
3381,962.8,-581.6,454
3382,955.8,-589.4,454
3383,963,-594.6,438.8
3384,964.5,-592,303
3385,964.6,-587,318
3386,967.8,-582.4,454
3387,969.6,-577.4,438.8
3388,976.4,-562.2,303
3389,982.8,-533.4,318
3390,984.2,-479.6,438.8
3391,987.7,-365.2,287.8
3392,989.1,-117.2,151
3393,989.6,71,166.2
3394,994.5,319.4,272.6
3395,996.3,695.2,-15
3396,997.4,881,-135.8
3397,998.5,1039.2,0
3398,998.1,1175.2,-30.2
3399,1002.4,1305.8,-287.8
3400,1005.8,1329.2,-120.8
3401,1008.5,1325.8,151
3402,1015.2,1290.8,135.8
3403,1012.7,1205.2,0
3404,1012.1,1140.4,0
3405,1016.3,1071.8,0
3406,1016,985.4,0
3407,1019.2,852,-15
3408,1011.2,777,-151
3409,1018.3,701.8,-166.2
3410,1067.2,610,-318
3411,1041.3,470.6,-438.8
3412,1028.1,393.8,-303
3413,1044,303.4,-318
3414,1050.8,170.6,-454
3415,1038.5,99.4,-454
3416,1025.8,31.8,-438.8
3417,1024.4,-45.8,-318
3418,1028.8,-156,-454
3419,1037.3,-210.2,-438.8
3420,1043.1,-259.8,-287.8
3421,1054,-308.6,-181.2
3422,1064.4,-367.4,-438.8
3423,1071.5,-387.8,-303
3424,,-400,-303
3425,,-402.2,-333.2
3426,,-393.2,-590.8
3427,,-383.8,-438.8
3428,,-373.4,-303
3429,,-365.2,-333.2
3430,,-357.6,-590.8
3431,,-355.8,-438.8
3432,,-356.2,-333.2
3433,,-361.8,-606
3434,,-366.2,-590.8
3435,,-372.8,-438.8
3436,,-384.6,-318
3437,996.2857143,-405.8,-454
3438,995.1,-419.8,-454
3439,988.7,-434,-438.8
3440,988,-451.8,-333.2
3441,988.7,-477.8,-590.8
3442,985.9,-492,-423.6
3443,983.9,-507,-166.2
3444,979.9,-524.2,-333.2
3445,981.2,-547.4,-590.8
3446,982.9,-558.4,-438.8
3447,982.8,-564.6,-303
3448,982.9,-566.6,-318
3449,982.2,-564.4,-454
3450,988.2,-561.4,-423.6
3451,992.4,-559.2,-166.2
3452,996,-560.8,-303
3453,996,-564.4,-303
3454,1000.6,-565.2,-303
3455,1003.5,-549.8,-333.2
3456,1007.8,-486,-606
3457,1012.6,-403.6,-590.8
3458,1013.4,-283.8,-454
3459,1014.1,-86,-469.2
3460,1016.3,264,-606
3461,1014.1,472.6,-590.8
3462,1018.9,671.8,-454
3463,1021,875.2,-484.2
3464,1021.7,1117.6,-741.8
3465,1024.9,1199.2,-575.6
3466,1022.8,1249.2,-287.8
3467,1021.1,1265.8,-181.2
3468,1018.4,1241.4,-454
3469,1020.1,1200.8,-438.8
3470,1018.1,1134.6,-318
3471,1024.1,1018.4,-469.2
3472,1019.3,944.4,-606
3473,1020.1,865.8,-590.8
3474,1021.1,766.8,-484.2
3475,1018.1,613.2,-741.8
3476,1017.3,529.8,-590.8
3477,1013.4,449.6,-438.8
3478,1015.4,358.4,-348.4
3479,1013.1,225.8,-741.8
3480,1014.1,155.2,-606
3481,1009.6,86,-606
3482,1013.5,2.4,-621
3483,1012.2,-120.8,-757
3484,1010.9,-183.8,-741.8
3485,1011.1,-241.4,-590.8
3486,1008.4,-299.6,-454
3487,1008.9,-372.4,-438.8
3488,1004.6,-402.8,-303
3489,1005.6,-427.4,-318
3490,1004.7,-450,-454
3491,1004.7,-453.8,-454
3492,1005.1,-451.4,-438.8
3493,1003,-440.4,-303
3494,1000.7,-420,-318
3495,996.7,-410,-454
3496,996.3,-400.8,-423.6
3497,994.3,-396,-196.4
3498,992.9,-396.8,-606
3499,995.1,-401.2,-606
3500,995.1,-407,-606
3501,994.7,-412.4,-590.8
3502,995.5,-419,-469.2
3503,995.4,-424,-590.8
3504,989.8,-429.6,-438.8
3505,990.6,-441.4,-303
3506,991.4,-466.4,-303
3507,994.7,-483.6,-272.6
3508,989.8,-505.2,0
3509,989,-537.2,0
3510,994.3,-552.8,0
3511,995.6,-566,15
3512,1011,-576.6,135.8
3513,1015.6,-587.2,-15
3514,1013.1,-587.8,-151
3515,1007.2,-586.8,-135.8
3516,1006.5,-585,-15
3517,1002.3,-581,-135.8
3518,1000.7,-581.4,15
3519,1002.2,-584.2,151
3520,999.9,-591.6,120.8
3521,1003,-602.6,-135.8
3522,1001.7,-602.6,15
3523,1004.1,-585.6,166.2
3524,1001.3,-521.6,272.6
3525,1003.5,-355,0
3526,1000.8,-203,30.2
3527,1002.2,26.6,303
3528,1002.1,412.4,287.8
3529,1004.4,626,166.2
3530,1006.1,820.8,318
3531,1006.2,1007.6,439.4
3532,1011.5,1211,309
3533,1009.1,1269.2,309.6
3534,1010.4,1293.8,330.6
3535,1010.5,1279.8,487.8
3536,1009.1,1215.8,615
3537,1011.9,1157.6,481.8
3538,1011.3,1089.2,507.8
3539,1014.9,999,653.4
3540,1018.1,859.4,523.2
3541,1019.2,781.2,534
3542,1017.9,702.2,534
3543,1017.3,607.6,517.8
3544,1023,466.6,391.8
3545,1025.5,389.4,591.8
3546,1024.2,295.2,801.6
3547,1023.2,152.4,977
3548,1028.6,74.8,779.4
3549,1029.1,-1,613
3550,1033.8,-89,656.6
3551,1032.4,-213.6,1008
3552,1031.3,-275.6,653.2
3553,1029.9,-332.4,883.4
3554,1033.9,-389.6,1077
3555,1036.7,-457,1057.6
3556,1035.2,-480,886.6
3557,1039,-493.4,936
3558,1036.4,-497.6,1173.2
3559,1037.5,-489.8,1181
3560,1039.5,-478.8,992
3561,1036.5,-467.8,1020.8
3562,1037.5,-455.2,1203.2
3563,1034.8,-438.4,537.6
3564,1034.1,-430.2,793.6
3565,1030.7,-420.8,1024
3566,1031.8,-411.8,1027.2
3567,1031.5,-411.4,1056
3568,1025.7,-414,1056
3569,1026.2,-421.6,1108.8
3570,1023,-438.2,1531.2
3571,1029.1,-449.4,1056
3572,1032,-460.8,1082.4
3573,1025.8,-470.8,1293.6
3574,1026.4,-483.4,1056
3575,1020,-490.8,1056
3576,1014.6,-500.4,1056
3577,1012.5,-516.2,1056
3578,1011.1,-544.2,1056
3579,1008.7,-559.8,1056
3580,1006.6,-573,1082.4
3581,1004.3,-582.2,1267.2
3582,999.4,-586.2,792
3583,1000.7,-582,818.4
3584,996,-577.8,1056
3585,990.6,-578.4,1029.6
3586,991.9,-586,792
3587,992.2,-595,792
3588,989.4,-591,792
3589,983.1,-546.4,765.6
3590,983.8,-475.2,501.6
3591,982.7,-363,290.4
3592,980.9,-168.6,528
3593,977.1,189.6,501.6
3594,971.9,412.2,290.4
3595,967.6,629.2,554.4
3596,964.2,853.2,765.6
3597,965.4,1126.8,501.6
3598,969.8,1223.4,290.4
3599,967.8,1283.6,528
3600,962.4,1307,528
3601,964.7,1286.8,501.6
3602,962.7,1242.4,264
3603,962.3,1166.4,290.4
3604,964.5,1031.2,475.2
3605,964.9,946.4,26.4
3606,960.7,858.6,264
3607,961.6,755,290.4
3608,959.9,602.6,501.6
3609,961.8,521.6,264
3610,961.1,444.8,264
3611,958.6,354.8,264
3612,962.7,223,264
3613,963.8,147.6,237.6
3614,967.4,70.4,0
3615,970.7,-23.2,0
3616,973.5,-162.4,0
3617,977.7,-232.8,26.4
3618,981.8,-295.2,290.4
3619,983.8,-357.2,501.6
3620,983.2,-432,237.6
3621,986.5,-459.6,0
3622,991.6,-476.6,0
3623,992.5,-486.2,0
3624,995.6,-481,-26.4
3625,996.9,-470.2,-290.4
3626,1000.4,-453.2,-501.6
3627,1003.7,-427.4,-316.8
3628,1006.6,-414.8,-792
3629,1009.5,-404,-765.6
3630,1015.2,-393.4,-528
3631,1015.7,-382.4,-554.4
3632,1017,-380.4,-792
3633,1023.9,-382.8,-765.6
3634,1027.1,-389.2,-501.6
3635,1031,-403.8,-290.4
3636,1036.3,-412.8,-528
3637,1036.5,-422,-501.6
3638,1040.9,-433,-237.6
3639,1042.9,-446.4,-26.4
3640,1044.1,-454,-237.6
3641,1050.7,-465.6,0
3642,1052.3,-481.6,-26.4
3643,1058,-489.2,-290.4
3644,1055.6,-494.4,-501.6
3645,1061.4,-495.2,-237.6
3646,1060.9,-491.2,-52.8
3647,1065.7,-487.6,-528
3648,1067,-486.2,-475.2
3649,1068.1,-490.4,-52.8
3650,1068,-507.2,-554.4
3651,1070.2,-523,-765.6
3652,1066.2,-536.2,-528
3653,1066.7,-531.2,-528
3654,1067.8,-477.6,-554.4
3655,1067.3,-397.6,-765.6
3656,1063.4,-277.4,-528
3657,1064.9,-75.2,-528
3658,1062.4,288.4,-554.4
3659,1064,509.4,-818.4
3660,1068.8,756.6,-976.8
3661,1082,1077.8,-290.4
3662,1061.9,1204.4,-528
3663,1057.2,1293.8,-528
3664,1051.4,1346,-501.6
3665,1050.1,1360.8,-290.4
3666,1049.2,1330.6,-528
3667,1048.9,1281.2,-501.6
3668,1041.6,1204.6,-264
3669,1043.8,1070.6,-316.8
3670,1041.2,988,-818.4
3671,1034.1,902.6,-1029.6
3672,1034,797.8,-792
3673,1032,639.8,-818.4
3674,1031.4,554.2,-1029.6
3675,1031.7,470.4,-792
3676,1030.8,372.8,-792
3677,1026.5,233.2,-818.4
3678,1027.3,159.6,-1056
3679,1030.5,74.4,-976.8
3680,1031.3,-49.6,-264
3681,1031.9,-117.4,-290.4
3682,1030.2,-183.8,-528
3683,1030.7,-257.6,-501.6
3684,1025.7,-357.6,-264
3685,1022.1,-403.6,-290.4
3686,1021.7,-439.4,-501.6
3687,1020.2,-465.6,-264
3688,1016.5,-483.4,-290.4
3689,1011.3,-478.4,-554.4
3690,1006.1,-464.6,-792
3691,1002.6,-443.8,-792
3692,1000.5,-412,-818.4
3693,996.5,-397.6,-1029.6
3694,992.8,-386.6,-792
3695,984.4,-380.4,-792
3696,976.9,-378.4,-818.4
3697,970.6,-380.4,-1029.6
3698,964.1,-382.8,-765.6
3699,956.1,-385.8,-528
3700,953.1,-385.2,-580.8
3701,951,-386,-1082.4
3702,946.1,-387.8,-1293.6
3703,939.2,-397.4,-1056
3704,939.5,-410.6,-1056
3705,931.3,-429.2,-1029.6
3706,930,-454.2,-818.4
3707,929.3,-490.2,-1056
3708,924.3,-505,-1056
3709,924.3,-514,-1056
3710,923,-516.8,-1003.2
3711,922.5,-511.2,-554.4
3712,919.7,-508,-818.4
3713,925.1,-509,-1029.6
3714,926.8,-518.4,-844.8
3715,925.8,-543.4,-1372.8
3716,923.7,-559.2,-1821.6
3717,923.7,-562.8,-1557.6
3718,926.1,-531.2,-1293.6
3719,930.7,-469.4,-1082.4
3720,930.8,-368.2,-1346.4
3721,930.7,-188,-1531.2
3722,936.4,146.8,-1056
3723,936.2,361.2,-1082.4
3724,937.5,575.2,-1293.6
3725,941,806.2,-1056
3726,945.1,1094.2,-1056
3727,945.7,1203,-1082.4
3728,947.2,1276.2,-1320
3729,952,1313.8,-1293.6
3730,954.9,1310.8,-1056
3731,957.5,1276.4,-1082.4
3732,959,1225.8,-1320
3733,962.6,1147.4,-1320
3734,963.5,1012.8,-1372.8
3735,963.5,931.6,-1821.6
3736,963.5,832.6,-1531.2
3737,963.8,682.6,-1082.4
3738,963.9,600.6,-1372.8
3739,966.9,518.8,-1821.6
3740,969.7,421.6,-1584
3741,966.9,276.2,-1610.4
3742,965,197.4,-1848
3743,965.6,119.4,-1874.4
3744,962.2,27,-2112
3745,961.9,-107.4,-2112
3746,964,-178.6,-2138.4
3747,963,-245.4,-2323.2
3748,963.1,-315.4,-1821.6
3749,963.8,-404.8,-1610.4
3750,964.1,-441.6,-1848
3751,967,-467.6,-1795.2
3752,962.4,-484.4,-1320
3753,961.8,-492.6,-1320
3754,962.9,-484.8,-1372.8
3755,962.9,-470.6,-1821.6
3756,962.7,-446.2,-1610.4
3757,960.1,-432.4,-1848
3758,963.8,-420,-1874.4
3759,964.9,-410,-2059.2
3760,968.7,-402.2,-1610.4
3761,974,-403.8,-1848
3762,973.4,-407.6,-1848
3763,971.2,-411.6,-1795.2
3764,973.6,-418.6,-1320
3765,972.2,-421.6,-1372.8
3766,978.1,-424.8,-1848
3767,979.6,-429.8,-1795.2
3768,981.3,-438.8,-1346.4
3769,982,-448.2,-1636.8
3770,983.8,-459.6,-2059.2
3771,985.9,-474,-1584
3772,990.6,-491.8,-1584
3773,993,-500.4,-1584
3774,996.7,-507.4,-1531.2
3775,998.9,-513.8,-1029.6
3776,1003.4,-517.8,-765.6
3777,1005.4,-522,-528
3778,1007.2,-529.8,-501.6
3779,1010.2,-547,-290.4
3780,1012.1,-555.6,-554.4
3781,1011.7,-555,-765.6
3782,1019,-520,-528
3783,1017.3,-405.4,-554.4
3784,1023.7,-284.2,-792
3785,1024.4,-123.6,-792
3786,1026.8,111.2,-739.2
3787,1028.6,494,-237.6
3788,1031.8,699.8,-52.8
3789,1027.3,882.8,-528
3790,1029,1051.2,-475.2
3791,1030.2,1225.6,0
3792,1034.9,1267.4,-26.4
3793,1036.5,1273,-211.2
3794,1041.3,1231.8,290.4
3795,1039.8,1183.6,501.6
3796,1041.3,1125,211.2
3797,1039.8,1043.4,-237.6
3798,1039.6,908.8,0
3799,1040.5,827.4,-26.4
3800,1042.7,744,-237.6
3801,1043.2,642.6,52.8
3802,1042,493.2,528
3803,1042.6,414.6,501.6
3804,1039.1,338.2,290.4
3805,1042.5,249.6,554.4
3806,1040.2,117,765.6
3807,1040.5,42,501.6
3808,1037.9,-33.6,237.6
3809,1039.3,-126.6,26.4
3810,1035.6,-263,264
3811,1034,-331.2,237.6
3812,1036.6,-398.2,52.8
3813,1036.4,-476.8,528
3814,1038.1,-503.4,501.6
3815,1035.6,-518.4,264
3816,1033.7,-522.2,237.6
3817,1035.9,-513,0
3818,1033.1,-502.4,26.4
3819,1033.8,-488.6,264
3820,1036.4,-468.6,290.4
3821,1036.3,-440.4,528
3822,1032.3,-428,475.2
3823,1033.6,-418.6,0
3824,1033.5,-412.4,79.2
3825,1030.5,-410.2,765.6
3826,1029.1,-411.6,501.6
3827,1028.4,-414.8,264
3828,1026.6,-420.6,316.8
3829,1026.9,-432.6,792
3830,1028.6,-440.8,765.6
3831,1029.4,-452.4,554.4
3832,1031,-472.4,792
3833,1030.8,-484.2,765.6
3834,1031.4,-495.2,501.6
3835,1032,-507,316.8
3836,1035.6,-519.8,818.4
3837,1034.9,-523.6,1029.6
3838,1036.5,-526.6,792
3839,1038.6,-531.8,822
3840,1036.6,-545.4,1064.6
3841,1047.7,-557.6,846.2
3842,1046.1,-570,1064.6
3843,1048,-575.2,900.8
3844,1048.1,-555.2,1610.6
3845,1049.7,-504.2,1337.6
3846,1049.7,-417.2,1092
3847,1052.2,-250.6,1119.2
3848,1057.1,78.4,1365
3849,1055.8,296.2,1337.6
3850,1063.2,553.6,1119.2
3851,1063.9,907.6,1392.2
3852,1069.4,1058.6,1643.4
3853,1067,1174,1663.8
3854,1070.6,1254.6,1466.4
3855,1074.3,1303,1945.8
3856,1074.5,1289,1635.6
3857,1079.9,1255.6,1128
3858,1081.8,1192.2,1128
3859,1084.3,1073.4,1128
3860,1087.6,994.2,1128
3861,1090,910,1128
3862,1090.9,806.6,1184.4
3863,1096.8,647.6,1692
3864,1095.6,561.4,1607.4
3865,1102.3,479,874.2
3866,1104.8,384.8,1184.4
3867,1101.8,249.2,1663.8
3868,1099.9,175.2,1381.8
3869,1101.9,86.4,1156.2
3870,1107.9,-47,1410
3871,1107.8,-122,1410
3872,1101.2,-195.8,1381.8
3873,1105.2,-274,1128
3874,1106.3,-375,1128
3875,1107,-417.8,1128
3876,1103.9,-449.8,1099.8
3877,1100.5,-473.8,902.4
3878,1097.8,-493.4,1381.8
3879,1097.2,-494.2,1128
3880,1093.5,-489.4,1099.8
3881,1093.8,-476.8,874.2
3882,1086.4,-448,1099.8
3883,1086.2,-428,846
3884,1088.8,-408.2,817.8
3885,1087,-388.6,620.4
3886,1079.8,-370.4,1128
3887,1078.3,-368.2,1071.6
3888,1080.1,-371,592.2
3889,1078.8,-380.6,846
3890,1079.4,-388.6,817.8
3891,1076,-396.4,564
3892,1079.1,-404.6,564
3893,1084,-416.4,592.2
3894,1084.9,-423.6,817.8
3895,1087.1,-431.8,507.6
3896,1089,-442.2,28.2
3897,1089.7,-456.4,282
3898,1091.1,-463.4,282
3899,1091.9,-469.8,225.6
3900,1093.8,-474,-197.4
3901,1102.1,-479,592.2
3902,1101.3,-484.6,817.8
3903,1106.5,-493,535.8
3904,1107.5,-502.4,282
3905,1109.8,-505.2,282
3906,1110.1,-486,282
3907,1109.8,-416,253.8
3908,1114.2,-233,28.2
3909,1115.4,-71.2,282
3910,1122.7,122.4,225.6
3911,1125.4,379,-225.6
3912,1122.1,765.4,282
3913,1123.4,951.2,253.8
3914,1125,1104.6,-28.2
3915,1128.6,1228.8,-253.8
3916,1138.7,1334.6,28.2
3917,1150.9,1342,282
3918,1152,1322.4,225.6
3919,1152.5,1268.6,-225.6
3920,1149.3,1160.2,282
3921,1150,1085.2,253.8
3922,1152,1005.8,-56.4
3923,1152.7,907.6,-507.6
3924,1155.3,757.6,-56.4
3925,1157.5,675.4,-564
3926,1157.5,576.2,-535.8
3927,1157.3,429.6,-253.8
3928,1158,353,-28.2
3929,1154.2,278.2,-310.2
3930,1155,190,-535.8
3931,1157.6,60,-253.8
3932,1160.8,-9.4,-28.2
3933,1157.3,-76.2,-338.4
3934,1156,-153.4,-817.8
3935,1155.8,-261.8,-564
3936,1155.3,-314.6,-592.2
3937,1151.8,-360.6,-874.2
3938,1149.2,-401.6,-1128
3939,1151.5,-446.4,-1099.8
3940,1150,-456.4,-874.2
3941,1147.1,-457.6,-1156.2
3942,1142.8,-452.8,-1325.4
3943,1141.9,-437.8,-535.8
3944,1140.1,-426.8,-338.4
3945,1136.3,-414,-846
3946,1130.7,-396.4,-817.8
3947,1126.2,-389,-564
3948,1119.1,-385,-564
3949,1117.9,-385.4,-592.2
3950,1114.2,-387.8,-817.8
3951,1113,-392.2,-564
3952,1106.9,-398,-620.4
3953,1101,-404.6,-1128
3954,1098.5,-416.2,-1099.8
3955,1095.5,-422.8,-874.2
3956,1089.7,-431.8,-1128
3957,1090.7,-442.4,-1128
3958,1090,-457.8,-1099.8
3959,1090.2,-466.2,-874.2
3960,1085.7,-471.8,-1156.2
3961,1083.9,-476.8,-1410
3962,1080,-485.4,-1381.8
3963,1078.7,-492.8,-1156.2
3964,1080.6,-503.6,-1410
3965,1080.6,-519.4,-1353.6
3966,1080.5,-524.4,-846
3967,1080,-518,-874.2
3968,1083.9,-477,-1128
3969,1085.2,-353.8,-1128
3970,1087.5,-230.6,-1099.8
3971,1084.4,-72.6,-846
3972,1090.6,155.4,-874.2
3973,1091.7,525.4,-1099.8
3974,1092.9,723.6,-874.2
3975,1090.9,900.8,-1156.2
3976,1091.1,1065.2,-1353.6
3977,1092.3,1240,-817.8
3978,1094.4,1283.4,-592.2
3979,1101.3,1294.2,-902.4
3980,1100.9,1265.4,-1410
3981,1099.1,1182,-1410
3982,1101.8,1115,-1410
3983,1102.1,1023.2,-1466.4
3984,1106.4,880.4,-1917.6
3985,1106.1,802.4,-1381.8
3986,1108.2,724.4,-1156.2
3987,1111.3,631.2,-1410
3988,1110.9,492.4,-1410
3989,1112.6,414.6,-1410
3990,1115.8,338,-1410
3991,1115,247.6,-1410
3992,1121.7,111.2,-1381.8
3993,1124.7,37.8,-1128
3994,1122.5,-33,-1128
3995,1125.5,-115.2,-1128
3996,1123,-231.8,-1099.8
3997,1124.8,-289.4,-874.2
3998,1124.6,-340.2,-1212.6
