Time,PupilDilation,Respiration,HeartRate
8279,1017.9,1207.8,-428.8
8280,1019.9,1154.4,-567.8
8281,1022,1075,-678.2
8282,1024.6,943.6,-567.8
8283,1026.7,866.2,-719.6
8284,1023.5,787.2,-955.2
8285,1031.1,693,-817
8286,1036.2,553.6,-705.8
8287,1040.7,477.4,-844.8
8288,1037.1,404.8,-955.2
8289,1034.1,320.2,-817
8290,1022,195.4,-692
8291,1020.3,127.4,-705.8
8292,1029.3,59.6,-831
8293,1023.1,-20.2,-817
8294,1011.2,-137,-705.8
8295,1014.7,-196,-844.8
8296,1017.2,-249.6,-941.2
8297,1024,-302.6,-705.8
8298,1023.5,-366.2,-832.4
8299,1026.7,-390.2,-860
8300,1020.5,-405.4,-987
8301,1020.6,-414.6,-972.8
8302,1024.3,-411.6,-860
8303,1026,-403.6,-1001
8304,1029.9,-388.4,-1113.8
8305,1030.3,-363.6,-1001
8306,1026,-352.2,-1142
8307,1026.2,-343,-1269
8308,1027.2,-332.4,-1269
8309,1028.6,-321.6,-1269
8310,1030.1,-320,-1269
8311,1030.8,-320.8,-1271.2
8312,1034.1,-326.4,-1262.2
8313,1034.7,-338,-1018.4
8314,1032.4,-348.2,-1162.2
8315,1026.3,-359.2,-1276.6
8316,1028.5,-373.2,-1119.2
8317,1028.2,-397,-875.2
8318,1022.3,-411.8,-1004
8319,1016.8,-429,-989.6
8320,1014.1,-454.8,-861
8321,1003.1,-463,-861
8322,996,-467.2,-861
8323,989.3,-467.2,-861
8324,979.7,-464,-875.2
8325,973.2,-464.8,-1018.4
8326,965.1,-470,-1148
8327,956.5,-483.4,-1133.6
8328,956.8,-506.2,-1004
8329,942.3,-508.6,-1032.6
8330,936,-491.2,-1291
8331,932.4,-421.2,-1276.6
8332,928.2,-234.8,-1148
8333,918.2,-72.6,-1176.6
8334,914.2,118.2,-1435
8335,907.2,364.4,-1406.2
8336,903.1,725.2,-1162.2
8337,900.4,895.4,-1305.4
8338,896.3,1051.4,-1406.2
8339,890.4,1214.2,-1148
8340,887,1254.4,-1162.2
8341,882.5,1266,-1305.4
8342,879.7,1241.8,-1406.2
8343,879.4,1164.8,-1148
8344,878.2,1102,-1162.2
8345,875.5,1030.8,-1291
8346,873.6,936.6,-1276.6
8347,869.4,786,-1162.2
8348,866,701.2,-1319.6
8349,862.9,617.4,-1566.2
8350,862.8,518.6,-1430.8
8351,860.9,373.4,-1182.6
8352,861.9,296,-1328.6
8353,861.7,221.4,-1445.4
8354,864.1,134.4,-1299.4
8355,860.6,6,-1155
8356,864.5,-63.8,-1053.8
8357,867.3,-145.2,-1188
8358,865.9,-262,-1188
8359,863.4,-320.6,-1202.8
8360,866,-371.8,-1336
8361,869.7,-418.8,-1323.6
8362,869.7,-469,-1227
8363,869.8,-482.2,-1363
8364,871.1,-486.8,-1347.8
8365,873.1,-481.6,-1196.8
8366,875.7,-460.8,-1044.8
8367,880.3,-445,-924
8368,880.5,-430.2,-1075.2
8369,885.8,-414.2,-1166.4
8370,883.2,-393.6,-772.2
8371,883.8,-387.2,-939.2
8372,881.6,-383.6,-1212
8373,886.6,-382.2,-1181.6
8374,889.1,-383.8,-926.2
8375,891,-387.6,-1081
8376,894.7,-390.8,-1081
8377,898.4,-394.6,-1050
8378,897.9,-398.2,-772
8379,902.3,-404.6,-802.8
8380,899.5,-415.4,-1035.8
8381,898.2,-435.8,-630
8382,901.8,-450,-630
8383,903.2,-464.8,-645.6
8384,902.6,-480.2,-771.2
8385,907.9,-498.2,-614.2
8386,903.8,-504,-487.8
8387,908.3,-509,-630
8388,914,-516,-614.2
8389,915.2,-530.6,-487.8
8390,919.1,-544.2,-630
8391,913.4,-559.6,-630
8392,909.7,-566.6,-598.4
8393,908.9,-543,-330.6
8394,908.8,-485.6,-487.8
8395,909.4,-358.2,-614.2
8396,908,-89,-456.2
8397,910.7,103.6,-315
8398,907.2,306.8,-330.6
8399,909.3,542.2,-456.2
8400,906.4,858.6,-299.2
8401,908.8,990,-172.8
8402,910.1,1088,-330.6
8403,910.5,1152.8,-424.8
8404,910.2,1184.2,0
8405,910.1,1161.4,0
8406,908.8,1120.2,-15.6
8407,905.2,1050,-125.6
8408,907.9,927,157
8409,910.6,851.6,157
8410,909,774,141.2
8411,913.1,676.8,31.4
8412,910.7,527.4,315
8413,913.3,444.6,283.4
8414,910.9,346.4,15.6
8415,914.2,200.2,172.8
8416,918.7,122,315
8417,914.9,47.2,299.2
8418,913.5,-40.6,172.8
8419,913.7,-169,315
8420,911,-238.2,315
8421,909.6,-303.4,315
8422,907.8,-373.4,315
8423,912.6,-462.2,330.6
8424,914.7,-495.6,472
8425,909.9,-516.4,456.2
8426,913.2,-525.4,346.4
8427,913.8,-520.6,614.2
8428,916,-507.8,472
8429,915.7,-491.4,472
8430,917.8,-469,472
8431,916.6,-432.6,487.8
8432,914.7,-411,630
8433,916.2,-389.2,630
8434,918.4,-365,661.4
8435,918.3,-361,929.2
8436,922.3,-362,771.2
8437,923.5,-368.8,677.2
8438,927.6,-381.2,1086.2
8439,926.8,-386.6,945
8440,926.4,-389.2,929.2
8441,929.5,-390.4,802.8
8442,927.6,-393.2,960.6
8443,928.7,-399.6,1102
8444,930.3,-408,1070.4
8445,932.6,-421,818.4
8446,934.5,-443.2,1117.8
8447,932.3,-453.6,1244.2
8448,931.6,-461,1086.2
8449,935.4,-466.6,945
8450,935.5,-474.4,960.6
8451,933.8,-482.2,1117.8
8452,933.5,-496.8,1260
8453,932.7,-521.8,1275.6
8454,932.4,-528.2,1417
8455,928.4,-519.2,1385.4
8456,930.4,-463.6,1133.4
8457,930.3,-305.8,1432.8
8458,928.4,-157.6,1559.2
8459,928.4,24.8,1419.6
8460,926.8,273.6,1444
8461,930.4,655,1460
8462,932.2,844.2,1605
8463,934.2,1003.4,1588.8
8464,935.2,1141,1460
8465,935.7,1275,1605
8466,935.3,1298.8,1605
8467,938.7,1292.8,1588.8
8468,937.7,1250.6,1476
8469,939.9,1150.2,1765
8470,940.7,1074.6,1749
8471,944,973.8,1605
8472,947.9,815.2,1605
8473,949.1,726.2,1605
8474,950.1,637.6,1621
8475,952.6,534.2,1749
8476,957.5,382.8,1637
8477,963.8,302,1909.8
8478,963.3,221.8,1749
8479,963.3,124.2,1637
8480,963.4,-23.4,1942
8481,964.7,-105,2070
8482,966.3,-184,1893.8
8483,965.3,-270.6,1621
8484,962.3,-387.2,1765
8485,963.1,-436.2,1765
8486,966.4,-475,1749
8487,960.6,-505.2,1605
8488,961.9,-530.2,1605
8489,962.3,-529.6,1605
8490,964.9,-519.2,1588.8
8491,961.4,-496.6,1476
8492,956.7,-479.2,1765
8493,956.7,-460.2,1749
8494,957,-438.4,1588.8
8495,954.7,-409.8,1444
8496,953.5,-399.2,1444
8497,955.8,-390.6,1444
8498,953.6,-384.2,1395.8
8499,954.2,-381.4,995
8500,951,-384,1284
8501,951.2,-389.2,1251.8
8502,952.5,-397.4,979
8503,951.4,-412.8,1123
8504,952.5,-422.2,1123
8505,954.4,-433,1123
8506,951.4,-444,1123
8507,949.8,-456.6,1139
8508,953.1,-460,1284
8509,954.4,-465.2,1235.8
8510,959.2,-471,834
8511,957,-476.2,1139
8512,955.7,-482.8,1267.8
8513,956.6,-493.8,1107
8514,956.3,-510.4,979
8515,958.5,-515.4,1123
8516,958.1,-508.8,1107
8517,963.2,-467.6,946.8
8518,960.8,-347,818
8519,965.2,-224.4,963
8520,966.1,-64.8,930.8
8521,963.4,168.8,642
8522,964.1,550,674
8523,965.6,755.6,946.8
8524,972,937.4,786
8525,972.5,1104.6,642
8526,969.5,1280.8,642
8527,972.4,1322.8,658
8528,975.5,1324.8,769.8
8529,979.7,1277.6,497
8530,978.5,1223.2,642
8531,986.5,1157.2,642
8532,985.3,1064.4,642
8533,985.3,912,674
8534,988.6,821.8,963
8535,987.9,731.4,930.8
8536,991.2,627.4,642
8537,997.3,477.4,658
8538,999.4,400.2,786
8539,996.2,326.8,642
8540,997.2,242,642
8541,1005.6,115.6,658
8542,1012.3,43.2,818
8543,1010.7,-30.8,930.8
8544,1008.5,-117.6,658
8545,1013.4,-240.4,818
8546,1017.1,-300.6,930.8
8547,1015.8,-357.8,609.8
8548,1019.6,-421.6,337
8549,1019.5,-442.8,481
8550,1023.4,-455.2,465
8551,1026.8,-457.8,305.2
8552,1026.2,-446,179.4
8553,1029,-430.2,327
8554,1033.4,-411.2,327
8555,1033.8,-389.4,327
8556,1036.8,-360.8,343.2
8557,1039.3,-350.6,490
8558,1043.9,-344.4,490
8559,1046.3,-342.2,473.6
8560,1048.1,-343.6,343.2
8561,1051.2,-346.6,490
8562,1051.1,-349.4,506.4
8563,1054,-352.8,621.2
8564,1058.2,-362,343.2
8565,1058.2,-372.6,490
8566,1060.9,-389,457.2
8567,1056.8,-416,179.4
8568,1060.8,-430,343.2
8569,1061.5,-439,457.2
8570,1065.8,-442.6,146.6
8571,1065.7,-440.8,0
8572,1066.9,-440.2,16.2
8573,1062.9,-442,146.6
8574,1055.9,-450,-16.2
8575,1055.7,-467.2,-130.4
8576,1055.1,-470.4,163
8577,1054.9,-457.6,146.6
8578,1055.7,-398,0
8579,1053.7,-233,0
8580,1054.1,-81,-16.2
8581,1050.7,104,-146.6
8582,1051.5,353.2,0
8583,1049.7,732.4,16.2
8584,1049.1,918.8,163
8585,1042.8,1094.4,130.4
8586,1042,1283,-163
8587,1039.1,1331.8,-130.4
8588,1037.2,1350,130.4
8589,1034.8,1330.4,-179.4
8590,1031.3,1255.4,-327
8591,1031.6,1190.2,-327
8592,1032.7,1114.8,-327
8593,1025.8,1015,-343.2
8594,1029.2,857.6,-473.6
8595,1041.3,770.4,-310.6
8596,1033.8,682.6,-163
8597,1029.3,578.8,-179.4
8598,1031.1,425.2,-278
8599,1024.9,341.6,163
8600,1024.1,260,146.6
8601,1024.4,164.4,-16.2
8602,1019.8,22.8,-146.6
8603,1020.5,-52.6,0
8604,1019.8,-138.6,-16.2
8605,1020,-261.6,-163
8606,1022,-323.2,-130.4
8607,1026,-377.2,146.6
8608,1021.5,-426.4,-33.4
8609,1022.2,-479,-317.2
8610,1019.4,-492.6,-150.2
8611,1017.9,-499,-33.4
8612,1018.9,-496.4,-350.6
8613,1021,-484,-501
8614,1021.2,-474.2,-484.2
8615,1015.1,-465,-350.6
8616,1019.1,-454,-501
8617,1017.8,-440.6,-501
8618,1019,-433.8,-484.2
8619,1017,-428,-334
8620,1015.2,-422.6,-334
8621,1018.5,-417.6,-317.2
8622,1019.2,-420.8,-183.6
8623,1015,-426.8,-350.6
8624,1014.1,-439.6,-501
8625,1013.8,-448,-484.2
8626,1009.5,-458,-317.2
8627,1014.7,-470.4,-200.4
8628,1013.6,-490.2,-501
8629,1012.9,-500.2,-484.2
8630,1013.8,-506.2,-334
8631,1015,-512.6,-367.4
8632,1012.9,-519,-651.2
8633,1014.5,-519.6,-484.2
8634,1015.6,-523.2,-350.6
8635,1014.9,-531.4,-534.4
8636,1014.2,-545.4,-818.2
8637,1012.8,-544.6,-651.2
8638,1011.5,-527.2,-501
8639,1012,-457.4,-534.4
8640,1009.3,-271.2,-818.2
8641,1010.2,-105.4,-651.2
8642,1014.6,136.2,-551
8643,1010.8,527.8,-968.6
8644,1009.6,737.2,-668
8645,1006,921.8,-669.4
8646,1004.6,1090.4,-699
8647,998.1,1265.6,-835
8648,996.4,1307,-664.8
8649,993.9,1317,-511
8650,989.2,1293,-528
8651,987.7,1216.6,-682
8652,977.9,1152.8,-664.8
8653,974.6,1080.8,-528
8654,969.3,986.2,-699
8655,961.8,833.2,-852
8656,952.8,744,-852
8657,951.4,654.2,-852
8658,942.7,549,-852
8659,936.5,396.6,-852
8660,925.6,315.6,-835
8661,923,224,-716
8662,915,89,-1023
8663,905.1,14,-1005.8
8664,898.7,-61,-835
8665,896.5,-150,-716
8666,890.5,-279.2,-1005.8
8667,885.2,-343.8,-852
8668,881.4,-400.8,-835
8669,880.2,-451.8,-699
8670,875.1,-501,-853.8
8671,866.9,-508.6,-852.6
8672,862.6,-505.4,-713.4
8673,864,-493.6,-904.8
8674,859.6,-469.4,-1200.6
8675,857.5,-456.8,-1026.6
8676,854.5,-446.2,-887.4
8677,854.7,-436.2,-1061.4
8678,849.7,-423.8,-1218
8679,850.6,-418.2,-1218
8680,851.9,-414.4,-1218
8681,848.1,-412.4,-1218
8682,848.9,-414.6,-1200.6
8683,847,-417.8,-1026.6
8684,849.3,-422.2,-887.4
8685,849.6,-428.2,-1044
8686,848.1,-434.4,-1009.2
8687,848,-441.6,-696
8688,850.2,-452.6,-713.4
8689,849.4,-473.4,-870
8690,857.7,-485,-870
8691,862.1,-494.6,-872
8692,860,-503.6,-925.6
8693,862.6,-515.2,-1246
8694,858.5,-521.6,-1210.4
8695,859.3,-530.2,-890
8696,862,-543,-925.6
8697,864.8,-559,-1228.2
8698,864.1,-555.2,-1050.2
8699,866.8,-514,-925.6
8700,865,-385.6,-1246
8701,870.7,-255.8,-1246
8702,873,-88.2,-1246
8703,870.9,153.6,-1263.8
8704,873.8,541.4,-1441.8
8705,874.4,744.4,-1584.2
8706,877.7,925.2,-1406.2
8707,879.8,1090.6,-1263.8
8708,883.8,1263,-1406.2
8709,884.7,1307,-1210.4
8710,886.1,1321.8,-890
8711,888.2,1302,-928.4
8712,894,1230.4,-1274
8713,896.7,1170.2,-1274
8714,898.9,1099.6,-1274
8715,901.4,1005,-1274
8716,902,856,-1292.2
8717,904.7,771.2,-1437.8
8718,904.2,671,-1310.4
8719,909,523,-1638
8720,909.3,443.2,-1619.8
8721,908.2,364.4,-1437.8
8722,908.8,269.8,-1292.2
8723,909.7,124.2,-1456
8724,907.4,40.4,-1437.8
8725,910.4,-42.6,-1274
8726,913.1,-138.6,-1292.2
8727,912.1,-269.8,-1456
8728,915.6,-331.2,-1419.6
8729,921.5,-380,-1092
8730,919.6,-422.4,-1128.4
8731,920.6,-466.6,-1437.8
8732,923.3,-478.6,-1274
8733,924.7,-485.4,-1292.2
8734,928.6,-484.8,-1459.2
8735,927.3,-473.2,-1488
8736,925.8,-458.4,-1469.4
8737,926.3,-437.8,-1339.2
8738,930.9,-410.6,-1655.4
8739,935.8,-399.2,-1469.4
8740,932.4,-391.2,-1283.4
8741,934.9,-388,-1134.6
8742,937.6,-388.6,-1302
8743,935.6,-391.6,-1283.4
8744,937.5,-394.8,-1097.4
8745,939.2,-400,-948.6
8746,948.7,-409.6,-1116
8747,941.7,-417.8,-1116
8748,941.8,-427.4,-1116
8749,941.3,-443,-1134.6
8750,941.8,-469.6,-1283.4
8751,944.5,-482.2,-1078.8
8752,944.4,-492.8,-744
8753,943.2,-502.2,-762.6
8754,944.8,-512.8,-911.4
8755,945.1,-522.4,-725.4
8756,946.4,-539.8,-576.6
8757,945.7,-574.8,-745.8
8758,948.1,-592.2,-742.8
8759,949.1,-599.2,-552
8760,948,-568,-419
8761,949.1,-447.4,-762
8762,950.6,-316.4,-742.8
8763,951.8,-146,-552
8764,952.9,103.4,-419
8765,952.3,504.6,-742.8
8766,955.6,718.4,-571
8767,959.2,908.8,-552
8768,958.7,1083.8,-400
8769,960.2,1269.6,-571
8770,959.2,1316,-571
8771,958.8,1330.2,-552
8772,961.5,1306.6,-400
8773,960.2,1228.4,-552
8774,964.1,1163.4,-342.8
8775,965.5,1072.6,-19
8776,965.3,926.2,-209
8777,962.7,841.6,-342.8
8778,965,754.4,19
8779,968.7,649.6,190
8780,972.2,494.6,190
8781,968.9,408,190
8782,968.8,323.2,229.4
8783,970.2,222.6,546
8784,970,72.4,214.4
8785,975.4,-10.4,390
8786,975.6,-92.4,409.4
8787,975.3,-188.4,565.4
8788,975.4,-323,390
8789,975.9,-386.2,409.4
8790,980.6,-440.2,585
8791,983,-488,565.4
8792,976.6,-534.4,390
8793,984.6,-544.8,429
8794,983.6,-546.6,760.4
8795,981.7,-539.4,565.4
8796,983.4,-531.6,429
8797,988.3,-524.4,780
8798,985.1,-515.6,780
8799,989.3,-504.6,780
8800,991.3,-497.8,799.4
8801,991.6,-491.8,994.4
8802,990.1,-486.4,1189.4
8803,990.7,-484,1345.4
8804,991.7,-484.6,1189.4
8805,991.4,-488.4,1365
8806,992.4,-497.4,1306.4
8807,993.4,-513,799.4
8808,994.6,-522.6,994.4
8809,995.8,-530.6,1172.6
8810,1001.2,-539.4,1197
8811,1010,-549.6,1197
8812,1065.8,-552.8,1216.8
8813,990.5714286,-557.2,1396
8814,,-563.2,1376
8815,,-570.2,1197
8816,,-581.8,1236.8
8817,,-598.4,1615.8
8818,,-621.2,1795
8819,,-624.2,1795
8820,,-610.4,1795
8821,1093.888889,-550.8,1795
8822,1127.3,-390.2,1795
8823,1140.4,-244.2,1795
8824,1064.4,-64.6,1815
8825,1011.3,183,1955
8826,1006.8,566.6,1596
8827,1005.9,760,1615.8
8828,1009.3,929.2,1815
8829,1013.2,1083,1975
8830,1018.9,1239.6,1775
8831,1014.8,1276.4,1615.8
8832,1016.5,1275.4,1795
8833,1014.7,1222.2,1775
8834,1018.8,1165.6,1596
8835,1019.5,1096.8,1615.8
8836,1021.7,1002.6,1815
8837,1022.5,852,1979.4
8838,1022.1,767,1860.4
8839,1022.6,681.6,2085.8
8840,1026,577.2,2454
8841,1022.9,421,2433.4
8842,1025.2,336.2,2269.4
8843,1027.4,252.6,2474.4
8844,1028.5,155.4,2658
8845,1025.4,13.6,2658
8846,1027.2,-63,2658
8847,1031.5,-137.4,2698.8
8848,1032.1,-220.8,3026
8849,1033.6,-335.2,2658
8850,1034.3,-389.2,2678.4
8851,1030.5,-438.4,2863
8852,1036.8,-491.2,2842.4
8853,1039.2,-504.8,2658
8854,1041.7,-506.8,2658
8855,1041.9,-497,2678.4
8856,1043.3,-474.2,2842.4
8857,1045.4,-460.2,2658
8858,1044.1,-446.6,2678.4
8859,1041.3,-433.6,2863
8860,1047.9,-418.8,2842.4
8861,1044.7,-413.2,2698.8
8862,1048.3,-409.2,3087.4
8863,1047.4,-405.2,3272
8864,1044.6,-401.8,3272
8865,1048.1,-401.2,3292.4
8866,1048.1,-402.8,3476
8867,1045.9,-408.4,3516.8
8868,1046.7,-419,3864.6
8869,1048,-424.2,3681
8870,1048.7,-430.8,3701.4
8871,1047.7,-438.2,3864.6
8872,1049.9,-439,3681
8873,1046.9,-439,3681
8874,1047,-442,3711.8
8875,1047.9,-457,3969
8876,1046.6,-472.8,3801
8877,1045.1,-492.4,4011
8878,1047.6,-516.4,4200
8879,1050,-541.4,4179
8880,1043.9,-532.8,3990
8881,1044.2,-495.4,4032
8882,1039,-396.6,4410
8883,1039.7,-167.2,4410
8884,1033.6,17.2,4410
8885,1036.2,225.6,4452
8886,1038.1,483.4,4809
8887,1037.3,851.6,4599
8888,1034.5,1017.6,4389
8889,1033.2,1161,4221
8890,1033.1,1299.2,4389
8891,1034,1324.4,4200
8892,1034.7,1321.6,4200
8893,1034.1,1285.4,4158
8894,1029.2,1197.8,3738
8895,1031.3,1130.2,3360
8896,1034.2,1054.8,3360
8897,1032.7,955.2,3360
8898,1035,798.4,3339
8899,1034.3,710.4,3129
8900,1035.2,623,2961
8901,1036.8,523.4,3150
8902,1033.6,382,3129
8903,1032.9,307.2,2940
8904,1032.7,233,3003
8905,1029,142.8,3549
8906,1030.5,7,3339
8907,1030.6,-67.8,3150
8908,1032.7,-154.4,3129
8909,1033.8,-275.6,2940
8910,1035.3,-331.4,2919
8911,1035.4,-376.4,2730
8912,1029.7,-414.2,2730
8913,1026.9,-448,2688
8914,1023.8,-451,2310
8915,1024.1,-444.4,2331
8916,1026.3,-425.8,2520
8917,1028.9,-388.2,2478
8918,1025.6,-364.6,2100
8919,1026.5,-343.6,2121
8920,1025.3,-325.4,2310
8921,1020,-306.4,2289
8922,1021.6,-304.4,2079
8923,1020.4,-307.6,1890
8924,1025.8,-319,1890
8925,1029.4,-341.6,1890
8926,1028,-354.8,1890
8927,1030.3,-372.2,1911
8928,1030.7,-400.6,2079
8929,1034.9,-418.8,1869
8930,1030.8,-438,1680
8931,1030.4,-461,1680
8932,1036.3,-491.6,1680
8933,1035.9,-504,1659
8934,1038.8,-513.4,1491
8935,1040.6,-521,1701
8936,1042.7,-531.4,1848
8937,1041.1,-543.8,1491
8938,1043.7,-557.8,1680
8939,1045.9,-568.2,1680
8940,1047.7,-557.4,1659
8941,1047,-512,1470
8942,1051.6,-428.2,1470
8943,1053.8,-263,1470
8944,1055.8,60,1449
8945,1056.9,276.2,1239
8946,1057.2,533.4,1092
8947,1056.3,887.4,1449
8948,1059.9,1042.2,1218
8949,1062.4,1161,882
8950,1072,1249.2,1239
8951,1071,1313.8,1050
8952,1072.1,1308.2,1050
8953,1072.6,1280.2,1050
8954,1074,1218.2,1050
8955,1076.7,1094.4,1008
8956,1076.9,1010.6,630
8957,1077.6,923.2,651
8958,1078.3,817.8,861
8959,1083.2,664.6,1029
8960,1080.4,583.2,840
8961,1084.6,504.2,882
8962,1083.8,410.2,1218
8963,1085.4,271.4,840
8964,1085.6,193.4,819
8965,1084.6,99.2,672
8966,1085,-43.4,1029
8967,1085.2,-119.2,819
8968,1083.9,-188.6,651
8969,1086.2,-260.4,882
8970,1090.9,-354.6,1218
8971,1088.7,-395.6,819
8972,1089.6,-426.8,630
8973,1087.4,-452.4,630
8974,1084.8,-479,609
8975,1082.7,-482.6,420
8976,1083.4,-479.6,399
8977,1091,-470,231
8978,1088.8,-452,399
8979,1078,-442.2,231
8980,1077.8,-433.6,420
8981,1080.8,-426.8,420
8982,1072.4,-422.6,378
8983,1072.3,-425.6,0
8984,1072,-430.6,21
8985,1071.8,-442.4,231
8986,1070.9,-449.6,399
8987,1068.5,-458.4,210
8988,1068.2,-474.2,231
8989,1064.1,-502.6,399
8990,1063.9,-520.6,189
8991,1063.6,-538.2,21
8992,1061.1,-555.4,210
8993,1060.4,-574.4,189
8994,1057.8,-580.8,-21
8995,1056,-584.6,-210
8996,1057.4,-588,-189
8997,1058.8,-593,21
8998,1053.6,-597.4,210
8999,1052.1,-598,210
9000,1049.9,-581.6,210
9001,1051.1,-517,168
9002,1050.4,-434.6,-189
9003,1050.6,-278.6,21.4
9004,1048.6,27.6,193.4
9005,1050.3,232.4,-21.4
9006,1047.6,443.2,-215
9007,1047.9,678.2,-172
9008,1050.7,985,215
9009,1043.7,1108.2,150.4
9010,1037.4,1197.8,-431
9011,1031.6,1255.8,-366.4
9012,1025.5,1278.8,193.4
9013,1040.7,1253.6,-43
9014,1040.3,1208.2,-431
9015,1044.5,1131.4,-452.4
9016,1034.444444,997.2,-646
9017,1016.3,917.6,-646
9018,1018.9,836,-646
9019,1036.6,739.6,-602.8
9020,1037,593.6,-236.6
9021,1038.3,511.6,-452.4
9022,1030.5,414.2,-602.8
9023,1021.1,271.4,-236.6
9024,1016.8,193.6,-452.4
9025,1018.9,117,-646
9026,1019.9,28.6,-624.4
9027,1022.8,-98.4,-452.4
9028,1023.9,-165,-646
9029,1013.6,-229.4,-646
9030,1011.8,-299,-624.4
9031,1011.9,-386.2,-452.4
9032,1013.3,-420.4,-667.6
9033,1009.4,-445.8,-840.4
9034,1020.4,-463.6,-624.4
9035,1029.5,-473.8,-452.4
9036,1024.9,-471.8,-667.6
9037,1024.4,-465.2,-862
9038,1020,-454,-840.4
9039,1018.1,-436.4,-646
9040,1015.2,-428.6,-646
9041,1011,-423,-646
9042,1009.6,-423.6,-646
9043,1008.9,-426.8,-667.6
9044,1003.8,-431,-862
9045,996,-437.2,-840.4
9046,994.8,-447.4,-667.6
9047,988.5,-454.4,-883.4
9048,984.5,-461.8,-1077
9049,981,-474.2,-1012.4
9050,975,-498,-452.4
9051,972.8,-512.8,-667.6
9052,965.9,-526.8,-883.4
9053,958.8,-540.8,-1033.8
9054,952.2,-552.8,-667.6
9055,951.5,-556.8,-883.4
9056,948,-561,-1077
9057,947.1,-569.6,-1055.4
9058,944.3,-590.8,-883.4
9059,941,-604.2,-1077
9060,938.8,-609.2,-1055.4
9061,942.4,-584.6,-883.4
9062,935.4,-530.2,-1055.4
9063,937.1,-438.2,-862
9064,933.4,-268.6,-840.4
9065,932.5,54.8,-667.6
9066,931.8,264.4,-926.6
9067,929.2,474.2,-1508
9068,927.2,701,-1464.8
9069,924.4,988.4,-1077
9070,927,1098.8,-1098.6
9071,925.1,1176,-1293
9072,924.9,1219.4,-1249.8
9073,922.9,1228,-883.4
9074,928.2,1199.8,-1098.6
9075,928.9,1156,-1314.4
9076,929,1084.8,-1486.4
9077,929.5,960.8,-1314.4
9078,932.6,884.2,-1508
9079,929.1,788.8,-1464.8
9080,931.2,643.4,-1098.6
9081,933.2,560.2,-1293
9082,936,476.6,-1293
9083,935.5,377.8,-1271.4
9084,936.7,229,-1055.4
9085,937.4,148.8,-883.4
9086,940.2,68,-1098.6
9087,943.8,-26,-1271.4
9088,946.2,-159.8,-1098.6
9089,948.8,-227.6,-1336
9090,949.7,-288.8,-1724
9091,948.2,-348.4,-1702.4
9092,949.3,-419.2,-1508
9093,950.8,-444,-1529.6
9094,953.5,-462.8,-1745.4
9095,958.6,-476.8,-1899.8
9096,957.7,-488.2,-1547
9097,960.5,-488.6,-1569
9098,967.1,-484.2,-1701.6
9099,966.6,-470.4,-1127
9100,968.5,-457.4,-1348
9101,968.3,-444.8,-1569
9102,967.2,-433.4,-1745.8
9103,970.2,-423.2,-1524.8
9104,973.4,-425,-1348
9105,974.6,-430.2,-1547
9106,978.6,-438.4,-1524.8
9107,978.2,-453.6,-1348
9108,983.3,-461.2,-1569
9109,983.9,-467.2,-1768
9110,981.9,-475.6,-1723.8
9111,992.8,-492.2,-1348
9112,988.6,-503.4,-1569
9113,993.4,-515.6,-1768
9114,993.4,-530.6,-1745.8
9115,995.4,-550.6,-1569
9116,995.2,-558,-1768
9117,998.2,-563.2,-1768
9118,995.1,-569.4,-1768
9119,999.6,-577,-1768
9120,1006.1,-587.6,-1790
9121,1007.5,-603.2,-1944.8
9122,1008.3,-623.2,-1547
9123,1011,-614.8,-1569
9124,1009.5,-582.6,-1790
9125,1015.9,-490.6,-1966.8
9126,1015.7,-270,-1745.8
9127,1013,-89.6,-1569
9128,1014.7,115.2,-1790
9129,1014.9,371.2,-1944.8
9130,1021.3,739.4,-1547
9131,1028.1,910.4,-1569
9132,1022.1,1050.8,-1790
9133,1010.4,1167.6,-1944.8
9134,1005.4,1273.8,-1569
9135,1004.6,1287.4,-1790
9136,1002.1,1266.4,-1966.8
9137,1009.8,1196.2,-1768
9138,1011.5,1135,-1768
9139,1007.4,1063.4,-1790
9140,1006.5,967.8,-1966.8
9141,1008.7,817.8,-1768
9142,1010.3,731.6,-1768
9143,1011.3,644.6,-1790
9144,1011.1,541,-1922.6
9145,1014.8,388.4,-1348
9146,1016.6,305.6,-1547
9147,1018.2,223.8,-1547
9148,1021.2,128.2,-1547
9149,1021,-10,-1524.8
9150,1018.3,-84,-1348
9151,1020.8,-153.4,-1547
9152,1020.9,-229.2,-1502.8
9153,1020.7,-327,-1127
9154,1022.2,-369.6,-1348
9155,1023.7,-404,-1502.8
9156,1018.7,-437.4,-1105
9157,1022.3,-443.2,-1127
9158,1019.5,-443.6,-1348
9159,1022.8,-440,-1524.8
9160,1019.7,-431.2,-1303.8
9161,1013.1,-427,-1082.8
9162,1007.2,-421.8,-906
9163,994.8,-415.6,-1060.8
9164,988.5,-409.2,-640.8
9165,983.1,-405.6,-464
9166,974.1,-403.6,-685
9167,965.9,-403.6,-839.8
9168,961.3,-411.4,-442
9169,952.6,-418.8,-442
9170,945.3,-428.2,-442
9171,937.8,-441.4,-419.8
9172,938.6,-461.6,-243
9173,929.8,-474.6,-464
9174,927.2,-490,-618.8
9175,921.6,-512.6,-198.8
9176,916,-525.4,0
