Time,Condition,Response,Clicktime
1796,arrayAverageTD_B.png,,
1797,arrayAverageTD_B.png,,
1798,arrayAverageTD_B.png,,
1799,arrayAverageTD_B.png,,
1800,arrayAverageTD_B.png,,
1801,arrayAverageTD_B.png,,
1802,arrayAverageTD_B.png,,
1803,arrayAverageTD_B.png,,
1804,arrayAverageTD_B.png,,
1805,arrayAverageTD_B.png,,
1806,arrayAverageTD_B.png,,
1807,arrayAverageTD_B.png,,
1808,arrayAverageTD_B.png,,
1809,arrayAverageTD_B.png,,
1810,arrayAverageTD_B.png,,
1811,arrayAverageTD_B.png,,
1812,arrayAverageTD_B.png,,
1813,arrayAverageTD_B.png,,
1814,arrayAverageTD_B.png,,
1815,arrayAverageTD_B.png,,
1816,arrayAverageTD_B.png,,
1817,arrayAverageTD_B.png,,
1818,arrayAverageTD_B.png,,
1819,arrayAverageTD_B.png,,
1820,arrayAverageTD_B.png,,
1821,arrayAverageTD_B.png,,
1822,arrayAverageTD_B.png,,
1823,arrayAverageTD_B.png,,
1824,arrayAverageTD_B.png,,
1825,arrayAverageTD_B.png,,
1826,arrayAverageTD_B.png,,
1827,arrayAverageTD_B.png,,
1828,arrayAverageTD_B.png,,
1829,arrayAverageTD_B.png,,
1830,arrayAverageTD_B.png,,
1831,arrayAverageTD_B.png,,
1832,arrayAverageTD_B.png,,
1833,arrayAverageTD_B.png,,
1834,arrayAverageTD_B.png,,
1835,arrayAverageTD_B.png,,
1836,arrayAverageTD_B.png,,
1837,arrayAverageTD_B.png,,
1838,arrayAverageTD_B.png,,
1839,arrayAverageTD_B.png,,
1840,arrayAverageTD_B.png,,
1841,arrayAverageTD_B.png,,
1842,arrayAverageTD_B.png,,
1843,arrayAverageTD_B.png,,
1844,arrayAverageTD_B.png,,
1845,arrayAverageTD_B.png,,
1846,arrayAverageTD_B.png,,
1847,arrayAverageTD_B.png,,
1848,arrayAverageTD_B.png,,
1849,arrayAverageTD_B.png,,
1850,arrayAverageTD_B.png,,
1851,arrayAverageTD_B.png,,
1852,arrayAverageTD_B.png,,
1853,arrayAverageTD_B.png,,
1854,arrayAverageTD_B.png,,
1855,arrayAverageTD_B.png,,
1856,arrayAverageTD_B.png,,
1857,arrayAverageTD_B.png,,
1858,arrayAverageTD_B.png,,
1859,arrayAverageTD_B.png,,
1860,arrayAverageTD_B.png,,
1861,arrayAverageTD_B.png,,
1862,arrayAverageTD_B.png,,
1863,arrayAverageTD_B.png,,
1864,arrayAverageTD_B.png,,
1865,arrayAverageTD_B.png,,
1866,arrayAverageTD_B.png,,
1867,arrayAverageTD_B.png,,
1868,arrayAverageTD_B.png,,
1869,arrayAverageTD_B.png,,
1870,arrayAverageTD_B.png,,
1871,arrayAverageTD_B.png,,
1872,arrayAverageTD_B.png,,
1873,arrayAverageTD_B.png,,
1874,arrayAverageTD_B.png,,
1875,arrayAverageTD_B.png,,
1876,arrayAverageTD_B.png,,
1877,arrayAverageTD_B.png,,
1878,arrayAverageTD_B.png,,
1879,arrayAverageTD_B.png,,
1880,arrayAverageTD_B.png,,
1881,arrayAverageTD_B.png,,
1882,arrayAverageTD_B.png,,
1883,arrayAverageTD_B.png,,
1884,arrayAverageTD_B.png,,
1885,arrayAverageTD_B.png,,
1886,arrayAverageTD_B.png,,
1887,arrayAverageTD_B.png,,
1888,arrayAverageTD_B.png,,
1889,arrayAverageTD_B.png,,
1890,arrayAverageTD_B.png,,
1891,arrayAverageTD_B.png,,
1892,arrayAverageTD_B.png,,
1893,arrayAverageTD_B.png,,
1894,arrayAverageTD_B.png,,
1895,arrayAverageTD_B.png,,
1896,arrayAverageTD_B.png,,
1897,arrayAverageTD_B.png,,
1898,arrayAverageTD_B.png,,
1899,arrayAverageTD_B.png,,
1900,arrayAverageTD_B.png,,
1901,arrayAverageTD_B.png,,
1902,arrayAverageTD_B.png,,
1903,arrayAverageTD_B.png,,
1904,arrayAverageTD_B.png,,
1905,arrayAverageTD_B.png,,
1906,arrayAverageTD_B.png,,
1907,arrayAverageTD_B.png,,
1908,arrayAverageTD_B.png,,
1909,arrayAverageTD_B.png,,
1910,arrayAverageTD_B.png,,
1911,arrayAverageTD_B.png,,
1912,arrayAverageTD_B.png,,
1913,arrayAverageTD_B.png,,
1914,arrayAverageTD_B.png,,
1915,arrayAverageTD_B.png,,
1916,arrayAverageTD_B.png,,
1917,arrayAverageTD_B.png,,
1918,arrayAverageTD_B.png,,
1919,arrayAverageTD_B.png,,
1920,arrayAverageTD_B.png,,
1921,arrayAverageTD_B.png,,
1922,arrayAverageTD_B.png,,
1923,arrayAverageTD_B.png,,
1924,arrayAverageTD_B.png,,
1925,arrayAverageTD_B.png,,
1926,arrayAverageTD_B.png,,
1927,arrayAverageTD_B.png,,
1928,arrayAverageTD_B.png,,
1929,arrayAverageTD_B.png,,
1930,arrayAverageTD_B.png,,
1931,arrayAverageTD_B.png,,
1932,arrayAverageTD_B.png,,
1933,arrayAverageTD_B.png,,
1934,arrayAverageTD_B.png,,
1935,arrayAverageTD_B.png,,
1936,arrayAverageTD_B.png,,
1937,arrayAverageTD_B.png,,
1938,arrayAverageTD_B.png,,
1939,arrayAverageTD_B.png,,
1940,arrayAverageTD_B.png,,
1941,arrayAverageTD_B.png,,
1942,arrayAverageTD_B.png,,
1943,arrayAverageTD_B.png,,
1944,arrayAverageTD_B.png,,
1945,arrayAverageTD_B.png,,
1946,arrayAverageTD_B.png,,
1947,arrayAverageTD_B.png,,
1948,arrayAverageTD_B.png,,
1949,arrayAverageTD_B.png,,
1950,arrayAverageTD_B.png,,
1951,arrayAverageTD_B.png,,
1952,arrayAverageTD_B.png,,
1953,arrayAverageTD_B.png,,
1954,arrayAverageTD_B.png,,
1955,arrayAverageTD_B.png,,
1956,arrayAverageTD_B.png,,
1957,arrayAverageTD_B.png,,
1958,arrayAverageTD_B.png,,
1959,arrayAverageTD_B.png,,
1960,arrayAverageTD_B.png,,
1961,arrayAverageTD_B.png,,
1962,arrayAverageTD_B.png,,
1963,arrayAverageTD_B.png,,
1964,arrayAverageTD_B.png,,
1965,arrayAverageTD_B.png,,
1966,arrayAverageTD_B.png,,
1967,arrayAverageTD_B.png,,
1968,arrayAverageTD_B.png,,
1969,arrayAverageTD_B.png,,
1970,arrayAverageTD_B.png,,
1971,arrayAverageTD_B.png,,
1972,arrayAverageTD_B.png,,
1973,arrayAverageTD_B.png,,
1974,arrayAverageTD_B.png,,
1975,arrayAverageTD_B.png,,
1976,arrayAverageTD_B.png,,
1977,arrayAverageTD_B.png,,
1978,arrayAverageTD_B.png,,
1979,arrayAverageTD_B.png,,
1980,arrayAverageTD_B.png,,
1981,arrayAverageTD_B.png,,
1982,arrayAverageTD_B.png,,
1983,arrayAverageTD_B.png,,
1984,arrayAverageTD_B.png,,
1985,arrayAverageTD_B.png,,
1986,arrayAverageTD_B.png,,
1987,arrayAverageTD_B.png,,
1988,arrayAverageTD_B.png,,
1989,arrayAverageTD_B.png,,
1990,arrayAverageTD_B.png,,
1991,arrayAverageTD_B.png,,
1992,arrayAverageTD_B.png,,
1993,arrayAverageTD_B.png,,
1994,arrayAverageTD_B.png,,
1995,arrayAverageTD_B.png,,
1996,arrayAverageTD_B.png,,
1997,arrayAverageTD_B.png,,
1998,arrayAverageTD_B.png,,
1999,arrayAverageTD_B.png,,
2000,arrayAverageTD_B.png,,
2001,arrayAverageTD_B.png,,
2002,arrayAverageTD_B.png,,
2003,arrayAverageTD_B.png,,
2004,arrayAverageTD_B.png,,
2005,arrayAverageTD_B.png,,
2006,arrayAverageTD_B.png,,
2007,arrayAverageTD_B.png,,
2008,arrayAverageTD_B.png,,
2009,arrayAverageTD_B.png,,
2010,arrayAverageTD_B.png,,
2011,arrayAverageTD_B.png,,
2012,arrayAverageTD_B.png,,
2013,arrayAverageTD_B.png,,
2014,arrayAverageTD_B.png,,
2015,arrayAverageTD_B.png,,
2016,arrayAverageTD_B.png,,
2017,arrayAverageTD_B.png,,
2018,arrayAverageTD_B.png,,
2019,arrayAverageTD_B.png,,
2020,arrayAverageTD_B.png,,
2021,arrayAverageTD_B.png,,
2022,arrayAverageTD_B.png,,
2023,arrayAverageTD_B.png,,
2024,arrayAverageTD_B.png,,
2025,arrayAverageTD_B.png,,
2026,arrayAverageTD_B.png,,
2027,arrayAverageTD_B.png,,
2028,arrayAverageTD_B.png,,
2029,arrayAverageTD_B.png,,
2030,arrayAverageTD_B.png,,
2031,arrayAverageTD_B.png,,
2032,arrayAverageTD_B.png,,
2033,arrayAverageTD_B.png,,
2034,arrayAverageTD_B.png,,
2035,arrayAverageTD_B.png,,
2036,arrayAverageTD_B.png,,
2037,arrayAverageTD_B.png,,
2038,arrayAverageTD_B.png,,
2039,arrayAverageTD_B.png,,
2040,arrayAverageTD_B.png,,
2041,arrayAverageTD_B.png,,
2042,arrayAverageTD_B.png,,
2043,arrayAverageTD_B.png,,
2044,arrayAverageTD_B.png,,
2045,arrayAverageTD_B.png,,
2046,arrayAverageTD_B.png,,
2047,arrayAverageTD_B.png,,
2048,arrayAverageTD_B.png,,
2049,arrayAverageTD_B.png,,
2050,arrayAverageTD_B.png,,
2051,arrayAverageTD_B.png,,
2052,arrayAverageTD_B.png,,
2053,arrayAverageTD_B.png,,
2054,arrayAverageTD_B.png,,
2055,arrayAverageTD_B.png,,
2056,arrayAverageTD_B.png,,
2057,arrayAverageTD_B.png,,
2058,arrayAverageTD_B.png,,
2059,arrayAverageTD_B.png,,
2060,arrayAverageTD_B.png,,
2061,arrayAverageTD_B.png,,
2062,arrayAverageTD_B.png,,
2063,arrayAverageTD_B.png,,
2064,arrayAverageTD_B.png,,
2065,arrayAverageTD_B.png,,
2066,arrayAverageTD_B.png,,
2067,arrayAverageTD_B.png,,
2068,arrayAverageTD_B.png,,
2069,arrayAverageTD_B.png,,
2070,arrayAverageTD_B.png,,
2071,arrayAverageTD_B.png,,
2072,arrayAverageTD_B.png,,
2073,arrayAverageTD_B.png,,
2074,arrayAverageTD_B.png,,
2075,arrayAverageTD_B.png,,
2076,arrayAverageTD_B.png,,
2077,arrayAverageTD_B.png,,
2078,arrayAverageTD_B.png,,
2079,arrayAverageTD_B.png,,
2080,arrayAverageTD_B.png,,
2081,arrayAverageTD_B.png,,
2082,arrayAverageTD_B.png,,
2083,arrayAverageTD_B.png,,
2084,arrayAverageTD_B.png,,
2085,arrayAverageTD_B.png,,
2086,arrayAverageTD_B.png,,
2087,arrayAverageTD_B.png,,
2088,arrayAverageTD_B.png,,
2089,arrayAverageTD_B.png,,
2090,arrayAverageTD_B.png,,
2091,arrayAverageTD_B.png,,
2092,arrayAverageTD_B.png,,
2093,arrayAverageTD_B.png,,
2094,arrayAverageTD_B.png,,
2095,arrayAverageTD_B.png,,
2096,arrayAverageTD_B.png,,
2097,arrayAverageTD_B.png,,
2098,arrayAverageTD_B.png,,
2099,arrayAverageTD_B.png,,
2100,arrayAverageTD_B.png,,
2101,arrayAverageTD_B.png,,
2102,arrayAverageTD_B.png,,
2103,arrayAverageTD_B.png,,
2104,arrayAverageTD_B.png,,
2105,arrayAverageTD_B.png,,
2106,arrayAverageTD_B.png,,
2107,arrayAverageTD_B.png,,
2108,arrayAverageTD_B.png,,
2109,arrayAverageTD_B.png,,
2110,arrayAverageTD_B.png,,
2111,arrayAverageTD_B.png,,
2112,arrayAverageTD_B.png,,
2113,arrayAverageTD_B.png,,
2114,arrayAverageTD_B.png,,
2115,arrayAverageTD_B.png,,
2116,arrayAverageTD_B.png,,
2117,arrayAverageTD_B.png,,
2118,arrayAverageTD_B.png,,
2119,arrayAverageTD_B.png,,
2120,arrayAverageTD_B.png,,
2121,arrayAverageTD_B.png,,
2122,arrayAverageTD_B.png,,
2123,arrayAverageTD_B.png,,
2124,arrayAverageTD_B.png,,
2125,arrayAverageTD_B.png,,
2126,arrayAverageTD_B.png,,
2127,arrayAverageTD_B.png,,
2128,arrayAverageTD_B.png,,
2129,arrayAverageTD_B.png,,
2130,arrayAverageTD_B.png,,
2131,arrayAverageTD_B.png,,
2132,arrayAverageTD_B.png,,
2133,arrayAverageTD_B.png,,
2134,arrayAverageTD_B.png,,
2135,arrayAverageTD_B.png,,
2136,arrayAverageTD_B.png,,
2137,arrayAverageTD_B.png,,
2138,arrayAverageTD_B.png,,
2139,arrayAverageTD_B.png,,
2140,arrayAverageTD_B.png,,
2141,arrayAverageTD_B.png,,
2142,arrayAverageTD_B.png,,
2143,arrayAverageTD_B.png,,
2144,arrayAverageTD_B.png,,
2145,arrayAverageTD_B.png,,
2146,arrayAverageTD_B.png,,
2147,arrayAverageTD_B.png,,
2148,arrayAverageTD_B.png,,
2149,arrayAverageTD_B.png,,
2150,arrayAverageTD_B.png,,
2151,arrayAverageTD_B.png,,
2152,arrayAverageTD_B.png,,
2153,arrayAverageTD_B.png,,
2154,arrayAverageTD_B.png,,
2155,arrayAverageTD_B.png,,
2156,arrayAverageTD_B.png,,
2157,arrayAverageTD_B.png,,
2158,arrayAverageTD_B.png,,
2159,arrayAverageTD_B.png,,
2160,arrayAverageTD_B.png,,
2161,arrayAverageTD_B.png,,
2162,arrayAverageTD_B.png,,
2163,arrayAverageTD_B.png,,
2164,arrayAverageTD_B.png,,
2165,arrayAverageTD_B.png,,
2166,arrayAverageTD_B.png,,
2167,arrayAverageTD_B.png,,
2168,arrayAverageTD_B.png,,
2169,arrayAverageTD_B.png,,
2170,arrayAverageTD_B.png,,
2171,arrayAverageTD_B.png,,
2172,arrayAverageTD_B.png,,
2173,arrayAverageTD_B.png,,
2174,arrayAverageTD_B.png,,
2175,arrayAverageTD_B.png,,
2176,arrayAverageTD_B.png,,
2177,arrayAverageTD_B.png,,
2178,arrayAverageTD_B.png,,
2179,arrayAverageTD_B.png,,
2180,arrayAverageTD_B.png,,
2181,arrayAverageTD_B.png,,
2182,arrayAverageTD_B.png,,
2183,arrayAverageTD_B.png,,
2184,arrayAverageTD_B.png,,
2185,arrayAverageTD_B.png,,
2186,arrayAverageTD_B.png,,
2187,arrayAverageTD_B.png,,
2188,arrayAverageTD_B.png,,
2189,arrayAverageTD_B.png,,
2190,arrayAverageTD_B.png,,
2191,arrayAverageTD_B.png,,
2192,arrayAverageTD_B.png,,
2193,arrayAverageTD_B.png,,
2194,arrayAverageTD_B.png,,
2195,arrayAverageTD_B.png,,
2196,arrayAverageTD_B.png,,
2197,arrayAverageTD_B.png,,
2198,arrayAverageTD_B.png,,
2199,arrayAverageTD_B.png,,
2200,arrayAverageTD_B.png,,
2201,arrayAverageTD_B.png,,
2202,arrayAverageTD_B.png,,
2203,arrayAverageTD_B.png,,
2204,arrayAverageTD_B.png,,
2205,arrayAverageTD_B.png,,
2206,arrayAverageTD_B.png,,
2207,arrayAverageTD_B.png,,
2208,arrayAverageTD_B.png,,
2209,arrayAverageTD_B.png,,
2210,arrayAverageTD_B.png,,
2211,arrayAverageTD_B.png,,
2212,arrayAverageTD_B.png,,
2213,arrayAverageTD_B.png,,
2214,arrayAverageTD_B.png,,
2215,arrayAverageTD_B.png,,
2216,arrayAverageTD_B.png,,
2217,arrayAverageTD_B.png,,
2218,arrayAverageTD_B.png,,
2219,arrayAverageTD_B.png,,
2220,arrayAverageTD_B.png,,
2221,arrayAverageTD_B.png,,
2222,arrayAverageTD_B.png,,
2223,arrayAverageTD_B.png,,
2224,arrayAverageTD_B.png,,
2225,arrayAverageTD_B.png,,
2226,arrayAverageTD_B.png,,
2227,arrayAverageTD_B.png,,
2228,arrayAverageTD_B.png,,
2229,arrayAverageTD_B.png,,
2230,arrayAverageTD_B.png,,
2231,arrayAverageTD_B.png,,
2232,arrayAverageTD_B.png,,
2233,arrayAverageTD_B.png,,
2234,arrayAverageTD_B.png,,
2235,arrayAverageTD_B.png,,
2236,arrayAverageTD_B.png,,
2237,arrayAverageTD_B.png,,
2238,arrayAverageTD_B.png,,
2239,arrayAverageTD_B.png,,
2240,arrayAverageTD_B.png,,
2241,arrayAverageTD_B.png,,
2242,arrayAverageTD_B.png,,
2243,arrayAverageTD_B.png,,
2244,arrayAverageTD_B.png,,
2245,arrayAverageTD_B.png,,
2246,arrayAverageTD_B.png,,
2247,arrayAverageTD_B.png,,
2248,arrayAverageTD_B.png,,
2249,arrayAverageTD_B.png,,
2250,arrayAverageTD_B.png,,
2251,arrayAverageTD_B.png,,
2252,arrayAverageTD_B.png,,
2253,arrayAverageTD_B.png,,
2254,arrayAverageTD_B.png,,
2255,arrayAverageTD_B.png,,
2256,arrayAverageTD_B.png,,
2257,arrayAverageTD_B.png,,
2258,arrayAverageTD_B.png,,
2259,arrayAverageTD_B.png,,
2260,arrayAverageTD_B.png,,
2261,arrayAverageTD_B.png,,
2262,arrayAverageTD_B.png,,
2263,arrayAverageTD_B.png,,
2264,arrayAverageTD_B.png,,
2265,arrayAverageTD_B.png,,
2266,arrayAverageTD_B.png,,
2267,arrayAverageTD_B.png,,
2268,arrayAverageTD_B.png,,
2269,arrayAverageTD_B.png,,
2270,arrayAverageTD_B.png,,
2271,arrayAverageTD_B.png,,
2272,arrayAverageTD_B.png,,
2273,arrayAverageTD_B.png,,
2274,arrayAverageTD_B.png,,
2275,arrayAverageTD_B.png,,
2276,arrayAverageTD_B.png,,
2277,arrayAverageTD_B.png,,
2278,arrayAverageTD_B.png,,
2279,arrayAverageTD_B.png,,
2280,arrayAverageTD_B.png,,
2281,arrayAverageTD_B.png,,
2282,arrayAverageTD_B.png,,
2283,arrayAverageTD_B.png,,
2284,arrayAverageTD_B.png,,
2285,arrayAverageTD_B.png,,
2286,arrayAverageTD_B.png,,
2287,arrayAverageTD_B.png,,
2288,arrayAverageTD_B.png,,
2289,arrayAverageTD_B.png,,
2290,arrayAverageTD_B.png,,
2291,arrayAverageTD_B.png,,
2292,arrayAverageTD_B.png,,
2293,arrayAverageTD_B.png,,
2294,arrayAverageTD_B.png,,
2295,arrayAverageTD_B.png,,
2296,arrayAverageTD_B.png,,
2297,arrayAverageTD_B.png,,
2298,arrayAverageTD_B.png,,
2299,arrayAverageTD_B.png,,
2300,arrayAverageTD_B.png,,
2301,arrayAverageTD_B.png,,
2302,arrayAverageTD_B.png,,
2303,arrayAverageTD_B.png,,
2304,arrayAverageTD_B.png,,
2305,arrayAverageTD_B.png,,
2306,arrayAverageTD_B.png,,
2307,arrayAverageTD_B.png,,
2308,arrayAverageTD_B.png,,
2309,arrayAverageTD_B.png,,
2310,arrayAverageTD_B.png,,
2311,arrayAverageTD_B.png,,
2312,arrayAverageTD_B.png,,
2313,arrayAverageTD_B.png,,
2314,arrayAverageTD_B.png,,
2315,arrayAverageTD_B.png,,
2316,arrayAverageTD_B.png,,
2317,arrayAverageTD_B.png,,
2318,arrayAverageTD_B.png,,
2319,arrayAverageTD_B.png,,
2320,arrayAverageTD_B.png,,
2321,arrayAverageTD_B.png,,
2322,arrayAverageTD_B.png,,
2323,arrayAverageTD_B.png,,
2324,arrayAverageTD_B.png,,
2325,arrayAverageTD_B.png,,
2326,arrayAverageTD_B.png,,
2327,arrayAverageTD_B.png,,
2328,arrayAverageTD_B.png,,
2329,arrayAverageTD_B.png,,
2330,arrayAverageTD_B.png,,
2331,arrayAverageTD_B.png,,
2332,arrayAverageTD_B.png,,
2333,arrayAverageTD_B.png,,
2334,arrayAverageTD_B.png,,
2335,arrayAverageTD_B.png,,
2336,arrayAverageTD_B.png,,
2337,arrayAverageTD_B.png,,
2338,arrayAverageTD_B.png,,
2339,arrayAverageTD_B.png,,
2340,arrayAverageTD_B.png,,
2341,arrayAverageTD_B.png,,
2342,arrayAverageTD_B.png,,
2343,arrayAverageTD_B.png,,
2344,arrayAverageTD_B.png,,
2345,arrayAverageTD_B.png,,
2346,arrayAverageTD_B.png,,
2347,arrayAverageTD_B.png,,
2348,arrayAverageTD_B.png,,
2349,arrayAverageTD_B.png,,
2350,arrayAverageTD_B.png,,
2351,arrayAverageTD_B.png,,
2352,arrayAverageTD_B.png,,
2353,arrayAverageTD_B.png,,
2354,arrayAverageTD_B.png,,
2355,arrayAverageTD_B.png,,
2356,arrayAverageTD_B.png,,
2357,arrayAverageTD_B.png,,
2358,arrayAverageTD_B.png,,
2359,arrayAverageTD_B.png,,
2360,arrayAverageTD_B.png,,
2361,arrayAverageTD_B.png,,
2362,arrayAverageTD_B.png,,
2363,arrayAverageTD_B.png,,
2364,arrayAverageTD_B.png,,
2365,arrayAverageTD_B.png,,
2366,arrayAverageTD_B.png,,
2367,arrayAverageTD_B.png,,
2368,arrayAverageTD_B.png,,
2369,arrayAverageTD_B.png,,
2370,arrayAverageTD_B.png,,
2371,arrayAverageTD_B.png,,
2372,arrayAverageTD_B.png,,
2373,arrayAverageTD_B.png,,
2374,arrayAverageTD_B.png,,
2375,arrayAverageTD_B.png,,
2376,arrayAverageTD_B.png,,
2377,arrayAverageTD_B.png,,
2378,arrayAverageTD_B.png,,
2379,arrayAverageTD_B.png,,
2380,arrayAverageTD_B.png,,
2381,arrayAverageTD_B.png,,
2382,arrayAverageTD_B.png,,
2383,arrayAverageTD_B.png,,
2384,arrayAverageTD_B.png,,
2385,arrayAverageTD_B.png,,
2386,arrayAverageTD_B.png,,
2387,arrayAverageTD_B.png,,
2388,arrayAverageTD_B.png,,
2389,arrayAverageTD_B.png,,
2390,arrayAverageTD_B.png,,
2391,arrayAverageTD_B.png,,
2392,arrayAverageTD_B.png,,
2393,arrayAverageTD_B.png,,
2394,arrayAverageTD_B.png,,
2395,arrayAverageTD_B.png,,
2396,arrayAverageTD_B.png,,
2397,arrayAverageTD_B.png,,
2398,arrayAverageTD_B.png,,
2399,arrayAverageTD_B.png,,
2400,arrayAverageTD_B.png,,
2401,arrayAverageTD_B.png,,
2402,arrayAverageTD_B.png,,
2403,arrayAverageTD_B.png,,
2404,arrayAverageTD_B.png,,
2405,arrayAverageTD_B.png,,
2406,arrayAverageTD_B.png,,
2407,arrayAverageTD_B.png,,
2408,arrayAverageTD_B.png,,
2409,arrayAverageTD_B.png,,
2410,arrayAverageTD_B.png,,
2411,arrayAverageTD_B.png,,
2412,arrayAverageTD_B.png,,
2413,arrayAverageTD_B.png,,
2414,arrayAverageTD_B.png,,
2415,arrayAverageTD_B.png,,
2416,arrayAverageTD_B.png,,
2417,arrayAverageTD_B.png,,
2418,arrayAverageTD_B.png,,
2419,arrayAverageTD_B.png,,
2420,arrayAverageTD_B.png,,
2421,arrayAverageTD_B.png,,
2422,arrayAverageTD_B.png,,
2423,arrayAverageTD_B.png,,
2424,arrayAverageTD_B.png,,
2425,arrayAverageTD_B.png,,
2426,arrayAverageTD_B.png,,
2427,arrayAverageTD_B.png,,
2428,arrayAverageTD_B.png,,
2429,arrayAverageTD_B.png,,
2430,arrayAverageTD_B.png,,
2431,arrayAverageTD_B.png,,
2432,arrayAverageTD_B.png,,
2433,arrayAverageTD_B.png,,
2434,arrayAverageTD_B.png,,
2435,arrayAverageTD_B.png,,
2436,arrayAverageTD_B.png,,
2437,arrayAverageTD_B.png,,
2438,arrayAverageTD_B.png,,
2439,arrayAverageTD_B.png,,
2440,arrayAverageTD_B.png,,
2441,arrayAverageTD_B.png,,
2442,arrayAverageTD_B.png,,
2443,arrayAverageTD_B.png,,
2444,arrayAverageTD_B.png,,
2445,arrayAverageTD_B.png,,
2446,arrayAverageTD_B.png,,
2447,arrayAverageTD_B.png,,
2448,arrayAverageTD_B.png,,
2449,arrayAverageTD_B.png,,
2450,arrayAverageTD_B.png,,
2451,arrayAverageTD_B.png,,
2452,arrayAverageTD_B.png,,
2453,arrayAverageTD_B.png,,
2454,arrayAverageTD_B.png,,
2455,arrayAverageTD_B.png,,
2456,arrayAverageTD_B.png,,
2457,arrayAverageTD_B.png,,
2458,arrayAverageTD_B.png,,
2459,arrayAverageTD_B.png,,
2460,arrayAverageTD_B.png,,
2461,arrayAverageTD_B.png,,
2462,arrayAverageTD_B.png,,
2463,arrayAverageTD_B.png,,
2464,arrayAverageTD_B.png,,
2465,arrayAverageTD_B.png,,
2466,arrayAverageTD_B.png,,
2467,arrayAverageTD_B.png,,
2468,arrayAverageTD_B.png,,
2469,arrayAverageTD_B.png,,
2470,arrayAverageTD_B.png,,
2471,arrayAverageTD_B.png,,
2472,arrayAverageTD_B.png,,
2473,arrayAverageTD_B.png,,
2474,arrayAverageTD_B.png,,
2475,arrayAverageTD_B.png,,
2476,arrayAverageTD_B.png,,
2477,arrayAverageTD_B.png,,
2478,arrayAverageTD_B.png,,
2479,arrayAverageTD_B.png,,
2480,arrayAverageTD_B.png,,
2481,arrayAverageTD_B.png,,
2482,arrayAverageTD_B.png,,
2483,arrayAverageTD_B.png,,
2484,arrayAverageTD_B.png,,
2485,arrayAverageTD_B.png,,
2486,arrayAverageTD_B.png,,
2487,arrayAverageTD_B.png,,
2488,arrayAverageTD_B.png,,
2489,arrayAverageTD_B.png,,
2490,arrayAverageTD_B.png,,
2491,arrayAverageTD_B.png,,
2492,arrayAverageTD_B.png,,
2493,arrayAverageTD_B.png,,
2494,arrayAverageTD_B.png,,
2495,arrayAverageTD_B.png,,
2496,arrayAverageTD_B.png,,
2497,arrayAverageTD_B.png,,
2498,arrayAverageTD_B.png,,
2499,arrayAverageTD_B.png,,
2500,arrayAverageTD_B.png,,
2501,arrayAverageTD_B.png,,
2502,arrayAverageTD_B.png,,
2503,arrayAverageTD_B.png,,
2504,arrayAverageTD_B.png,,
2505,arrayAverageTD_B.png,,
2506,arrayAverageTD_B.png,,
2507,arrayAverageTD_B.png,,
2508,arrayAverageTD_B.png,,
2509,arrayAverageTD_B.png,,
2510,arrayAverageTD_B.png,,
2511,arrayAverageTD_B.png,,
2512,arrayAverageTD_B.png,,
2513,arrayAverageTD_B.png,,
2514,arrayAverageTD_B.png,,
2515,arrayAverageTD_B.png,,
2516,arrayAverageTD_B.png,,
2517,arrayAverageTD_B.png,,
2518,arrayAverageTD_B.png,,
2519,arrayAverageTD_B.png,,
2520,arrayAverageTD_B.png,,
2521,arrayAverageTD_B.png,,
2522,arrayAverageTD_B.png,,
2523,arrayAverageTD_B.png,,
2524,arrayAverageTD_B.png,,
2525,arrayAverageTD_B.png,,
2526,arrayAverageTD_B.png,,
2527,arrayAverageTD_B.png,,
2528,arrayAverageTD_B.png,,
2529,arrayAverageTD_B.png,,
2530,arrayAverageTD_B.png,,
2531,arrayAverageTD_B.png,,
2532,arrayAverageTD_B.png,,
2533,arrayAverageTD_B.png,,
2534,arrayAverageTD_B.png,,
2535,arrayAverageTD_B.png,,
2536,arrayAverageTD_B.png,,
2537,arrayAverageTD_B.png,,
2538,arrayAverageTD_B.png,,
2539,arrayAverageTD_B.png,,
2540,arrayAverageTD_B.png,,
2541,arrayAverageTD_B.png,,
2542,arrayAverageTD_B.png,,
2543,arrayAverageTD_B.png,,
2544,arrayAverageTD_B.png,,
2545,arrayAverageTD_B.png,,
2546,arrayAverageTD_B.png,,
2547,arrayAverageTD_B.png,,
2548,arrayAverageTD_B.png,,
2549,arrayAverageTD_B.png,,
2550,arrayAverageTD_B.png,,
2551,arrayAverageTD_B.png,,
2552,arrayAverageTD_B.png,,
2553,arrayAverageTD_B.png,,
2554,arrayAverageTD_B.png,,
2555,arrayAverageTD_B.png,,
2556,arrayAverageTD_B.png,,
2557,arrayAverageTD_B.png,,
2558,arrayAverageTD_B.png,,
2559,arrayAverageTD_B.png,,
2560,arrayAverageTD_B.png,,
2561,arrayAverageTD_B.png,,
2562,arrayAverageTD_B.png,,
2563,arrayAverageTD_B.png,,
2564,arrayAverageTD_B.png,,
2565,arrayAverageTD_B.png,,
2566,arrayAverageTD_B.png,,
2567,arrayAverageTD_B.png,,
2568,arrayAverageTD_B.png,,
2569,arrayAverageTD_B.png,,
2570,arrayAverageTD_B.png,,
2571,arrayAverageTD_B.png,,
