Time,EyeTracking_X,EyeTracking_Y,Gaze
3496,659.2,296.12,1
3497,659.53,294.85,1
3498,660.39,293.8,1
3499,658.44,293.4,1
3500,658.82,292.86,1
3501,657.76,294.84,1
3502,660.75,295.63,1
3503,662.83,295.07,1
3504,664.15,298.52,1
3505,662.38,296.99,1
3506,662.58,295.57,1
3507,663.52,294.02,1
3508,663.46,294.69,1
3509,662.5,293.24,1
3510,665.25,293.64,1
3511,752.88,290.36,1
3512,885.46,283.21,1
3513,943.23,281.83,0
3514,908.15,281.49,0
3515,918.79,281.95,0
3516,920.59,284.06,0
3517,924.03,284.09,0
3518,924.89,286.97,0
3519,924.57,285.74,0
3520,922.54,286.94,0
3521,923.63,286.57,0
3522,924.09,285.46,1
3523,923.13,286.93,1
3524,921.72,288.89,1
3525,921.41,288.17,1
3526,921.12,288.02,1
3527,922.2,289.74,1
3528,922.07,289.83,1
3529,921.16,289.64,1
3530,922.9,288.98,1
3531,920.34,289.36,1
3532,921.13,285.91,1
3533,921.91,285.16,1
3534,922.23,282.11,1
3535,920.19,281.67,1
3536,920.49,284.24,1
3537,921.06,282.37,1
3538,921.66,282.34,1
3539,920.72,282.51,1
3540,919.36,281.91,1
3541,920.84,280.05,1
3542,920.3,281.24,1
3543,905.98,280.12,1
3544,903.92,271.73,1
3545,909.48,275.41,1
3546,907.61,273.74,1
3547,906.78,273.93,1
3548,907.38,274.17,1
3549,906.27,273.37,1
3550,906.35,272.29,1
3551,906.68,270.54,1
3552,906.52,270.84,1
3553,904.64,272.39,1
3554,906.78,270.21,1
3555,905.9,270.81,1
3556,904.64,269.2,1
3557,903.67,266.54,1
3558,903.55,267.74,1
3559,901.83,265.55,1
3560,903.54,266.12,1
3561,905.41,268.55,1
3562,902.96,267.04,1
3563,902.68,267.75,1
3564,902.92,265.92,1
3565,903.41,268.09,1
3566,904.12,267.5,1
3567,903.01,266.01,1
3568,903.65,266.86,1
3569,903.69,266.96,1
3570,904.16,268.68,1
3571,956.5,268.77,1
3572,1082.15,265.45,1
3573,1114.85,256.41,0
3574,1113.28,254.11,0
3575,1100.94,258.09,0
3576,1108.51,256.76,0
3577,1110.78,255.42,0
3578,1111.63,257.24,0
3579,1112.31,257.49,0
3580,1112.51,258.66,0
3581,1113.51,258.59,1
3582,1112.48,258.84,1
3583,1112.63,258.16,1
3584,1112.81,259.29,1
3585,1112.01,259.43,1
3586,1112.91,260.41,1
3587,1111.96,260.62,1
3588,1112.97,261.66,1
3589,1115.02,262.88,1
3590,1146.97,266.97,1
3591,1151.67,268.57,1
3592,1142.68,266.2,1
3593,1143.68,269.43,1
3594,1145.62,267.13,1
3595,1145.34,270.07,1
3596,1146.06,268.96,1
3597,1145.71,265.73,1
3598,1144.73,264.7,1
3599,1143.82,264.95,1
3600,1144.25,266.29,1
3601,1143.99,264.63,1
3602,1145.76,265.56,1
3603,1146.14,266.17,1
3604,1145.78,266.33,1
3605,1146.16,267.02,1
3606,1146.82,266.92,1
3607,1145.98,267.75,1
3608,1146.9,269.11,1
3609,1147.45,268.36,1
3610,1147.12,267.89,1
3611,1148.23,267.54,1
3612,1148.44,269.57,1
3613,1148.41,268.5,1
3614,1150.02,266.81,1
3615,1150.64,265.72,1
3616,1150.93,265.85,1
3617,1151.88,266.44,1
3618,1152.49,267.08,1
3619,1151.47,267.72,1
3620,1151.11,267.93,1
3621,1149.79,268.83,1
3622,1150.96,269.31,1
3623,1151.59,269.06,1
3624,1150.27,269.91,1
3625,1151.42,268.48,1
3626,1151.22,265.57,1
3627,1151.31,265.77,1
3628,1153.65,267.24,1
3629,1151.43,267.8,1
3630,1151.32,269.65,1
3631,1150.6,265.26,1
3632,1152.19,266.29,1
3633,1151.97,265.51,1
3634,1152.24,263.69,1
3635,1152.82,265.83,1
3636,1152.49,264.39,1
3637,1153.51,264.58,1
3638,1152.45,264.62,1
3639,1149.83,264.33,1
3640,1149.16,262.28,1
3641,1148.67,263.45,1
3642,1148.6,262.45,1
3643,1147.86,262.11,1
3644,1148.55,262.77,1
3645,1148.61,262.62,1
3646,1146.39,262.13,1
3647,1145.4,262.12,1
3648,1146.61,262.82,1
3649,1146.41,261.69,1
3650,1146.95,262.28,1
3651,1144.87,261.31,1
3652,1145.7,259.98,1
3653,1145.55,258.31,1
3654,1147.76,259.79,1
3655,1149.15,261.68,1
3656,1148.62,260.83,1
3657,1149.27,262.42,1
3658,1148.26,260.19,1
3659,1147.23,260.18,1
3660,1047.97,272.07,1
3661,808.23,291.84,1
3662,587.96,358.85,0
3663,411.74,415.03,0
3664,267.49,456.85,0
3665,208.99,467.7,0
3666,231.33,464.23,0
3667,214.34,466.62,0
3668,218.41,469.73,0
3669,219.78,466.41,0
3670,221.47,464.51,0
3671,222.05,465.98,0
3672,218.94,469.76,0
3673,219.15,469.57,0
3674,220.41,468.93,1
3675,217.41,467.9,1
3676,217.61,469.46,1
3677,219.69,472.29,1
3678,219.6,470.89,1
3679,220.18,471.29,1
3680,219.32,471.6,1
3681,218.91,471.93,1
3682,217.57,470.17,1
3683,217.25,469.1,1
3684,209.54,473.23,1
3685,176.8,484.55,1
3686,187.89,487.93,1
3687,188.26,485.82,1
3688,186.34,487,1
3689,185.98,490.9,1
3690,186.83,490.97,1
3691,186.72,490.75,1
3692,185.79,493.35,1
3693,184.85,494.04,1
3694,186.26,495.68,1
3695,183.95,495.96,1
3696,186.28,499.73,1
3697,184.99,500.28,1
3698,185.8,499.32,1
3699,185.87,503.6,1
3700,187.18,505.62,1
3701,189.58,507.03,1
3702,190.73,505.99,1
3703,190.23,508.62,1
3704,189.67,510.68,1
3705,189.23,512.7,1
3706,190,513.28,1
3707,191.76,512.16,1
3708,191.37,512.64,1
3709,189.65,512.63,1
3710,190.73,512.45,1
3711,192.92,513.83,1
3712,200.05,512.76,1
3713,302.76,503.04,1
3714,404.63,494.81,1
3715,444.88,487.98,0
3716,440.53,491.62,0
3717,442.48,494.72,0
3718,447.28,492.39,0
3719,449.12,491.59,0
3720,451.02,490.89,0
3721,450.81,492.87,0
3722,450.49,493.09,0
3723,449.96,496.12,1
3724,450.82,494.26,1
3725,450.92,494.27,1
3726,452.17,494.26,1
3727,451.64,494.64,1
3728,451.71,493.28,1
3729,449.36,494.91,1
3730,450.76,493.96,1
3731,447.35,493.39,1
3732,424.15,497.28,1
3733,432.09,495.9,1
3734,433.44,497.71,1
3735,432.19,498.71,1
3736,431.71,497.49,1
3737,431.07,497.36,1
3738,430.27,499.46,1
3739,430.49,498.85,1
3740,429.19,496.52,1
3741,430.43,497.62,1
3742,430.31,498.36,1
3743,428.49,497.59,1
3744,428.41,499.12,1
3745,427.37,497.15,1
3746,431.27,495.61,1
3747,431.76,496.48,1
3748,430.68,497.2,1
3749,430.28,497.21,1
3750,431.41,497.38,1
3751,430.17,494.28,1
3752,430.05,495.52,1
3753,430.81,494.56,1
3754,431.62,494.61,1
3755,429.86,497.2,1
3756,429.09,496.82,1
3757,428.47,497.17,1
3758,430.8,494.27,1
3759,431.35,494.07,1
3760,485.43,492.65,1
3761,602.86,496.21,1
3762,633.5,495.6,0
3763,644.06,492.12,0
3764,651.75,494.42,0
3765,651.99,494.74,0
3766,653.62,492.5,0
3767,653.98,491.54,0
3768,653.5,492.4,0
3769,655.28,494.62,0
3770,654.48,495.42,1
3771,656.33,493.17,1
3772,656.11,491.44,1
3773,656.58,491.99,1
3774,656.97,490.88,1
3775,657.95,490.92,1
3776,659.29,490.99,1
3777,659.32,490.19,1
3778,658.89,491.23,1
3779,658.23,489.16,1
3780,659.53,491.3,1
3781,677.83,491.7,1
3782,689.64,492.49,1
3783,681.2,490.33,1
3784,682.25,489.04,1
3785,685.09,487.76,1
3786,685.25,488.58,1
3787,684.95,487.05,1
3788,685.58,487.6,1
3789,684.37,488.68,1
3790,685.12,489.85,1
3791,685.9,489.84,1
3792,687.02,485.1,1
3793,685.76,484.6,1
3794,688.01,483.24,1
3795,687.24,483.73,1
3796,688.56,482.67,1
3797,689.26,485.03,1
3798,689.15,485.51,1
3799,689.07,485.52,1
3800,690.25,482.65,1
3801,690.33,484.65,1
3802,689.37,484.83,1
3803,689.39,484.78,1
3804,690.07,485.7,1
3805,690.73,487.16,1
3806,695.05,473.03,1
3807,698.52,440.03,1
3808,701.43,446.99,1
3809,701.34,454.91,1
3810,702.06,452.85,1
3811,702.48,455.89,1
3812,699.27,453.24,1
3813,698.6,455.99,1
3814,697.5,456.36,1
3815,698.08,455.77,1
3816,698.82,455.97,1
3817,697.97,454.97,1
3818,696.93,456,1
3819,697.04,454.89,1
3820,697.27,453.33,1
3821,696.27,453.38,1
3822,697.45,455.08,1
3823,696.63,453.95,1
3824,696.8,453.49,1
3825,696.8,455.21,1
3826,696.04,453.5,1
3827,695.3,455.09,1
3828,695.62,456.35,1
3829,694.57,456.99,1
3830,691.75,458.35,1
3831,691.28,457.34,1
3832,690.41,458.22,1
3833,690.29,456.66,1
3834,688.65,457.11,1
3835,687.36,455.46,1
3836,685.45,456,1
3837,685.88,457.14,1
3838,685.63,455.23,1
3839,683.78,456.62,1
3840,712.29,460.75,1
3841,847.3,478.73,1
3842,869.48,493.8,0
3843,863.34,487.05,0
3844,911.79,499.3,0
3845,910.26,497.78,0
3846,905.19,495.21,0
3847,907.7,501.75,0
3848,909.42,499.81,0
3849,909.98,497.84,0
3850,908.29,499.18,0
3851,909.2,498,1
3852,910.75,496.63,1
3853,911.83,494.91,1
3854,910.14,495.14,1
3855,907.61,494.37,1
3856,908.02,495.52,1
3857,909.25,494.75,1
3858,909.05,495.47,1
3859,908.64,495.65,1
3860,909.24,494.48,1
3861,910.84,492.86,1
3862,911.02,495.68,1
3863,911.03,496.75,1
3864,912.58,495.64,1
3865,911.64,493.67,1
3866,909.23,494.25,1
3867,909.51,495.8,1
3868,908.46,496.68,1
3869,909.52,494.72,1
3870,908.43,492.35,1
3871,909.82,492.91,1
3872,910.17,494.33,1
3873,908.08,495.85,1
3874,915.27,496.92,1
3875,941.93,493.1,1
3876,926.25,495.02,1
3877,927.3,499.33,1
3878,927.65,497.77,1
3879,927.29,496.39,1
3880,925.38,496.98,1
3881,925.16,496.18,1
3882,926.32,498.18,1
3883,922.89,497.93,1
3884,923.73,496.54,1
3885,923.68,497.19,1
3886,923.08,498.11,1
3887,922.42,500.16,1
3888,921.06,496.22,1
3889,923.08,496.78,1
3890,921.58,498.6,1
3891,921.36,498.68,1
3892,921.43,498.01,1
3893,922.48,499.01,1
3894,920.44,496.28,1
3895,920.09,499.69,1
3896,920.53,498,1
3897,921.15,496.24,1
3898,920.72,496.21,1
3899,921.15,497.43,1
3900,920.44,497.82,1
3901,919.72,496.38,1
3902,919.66,495.18,1
3903,919.74,494.03,1
3904,920.49,497.15,1
3905,921.17,497.5,1
3906,920.91,499.51,1
3907,921.03,499.25,1
3908,921.07,500.45,1
3909,920.84,501.79,1
3910,921.13,499.82,1
3911,921.27,502.62,1
3912,921.36,501.64,1
3913,921.94,502.91,1
3914,922.16,502.65,1
3915,925.79,501.34,1
3916,998.09,493.82,1
3917,1088.76,477.67,1
3918,1122.75,465.41,0
3919,1145.8,470.59,0
3920,1129.33,476.2,0
3921,1130.11,473.49,0
3922,1133.44,470.98,0
3923,1133.5,470.85,0
3924,1132.91,471.92,0
3925,1133.1,471.46,0
3926,1134.88,473.67,0
3927,1133.59,474.52,0
3928,1134.79,476.42,1
3929,1135.15,474.47,1
3930,1134.72,476.53,1
3931,1134.9,475.62,1
3932,1133.64,474.23,1
3933,1134.02,474.69,1
3934,1133.89,474.9,1
3935,1132.87,475.14,1
3936,1134.6,475.93,1
3937,1134.96,478.87,1
3938,1135.38,477.84,1
3939,1132.45,476.68,1
3940,1133.87,478.14,1
3941,1132.71,478.43,1
3942,1145.04,479.22,1
3943,1171.59,492.07,1
3944,1156.44,487.76,1
3945,1155.19,488.32,1
3946,1157.78,488.35,1
3947,1155.23,486.35,1
3948,1156.45,486.49,1
3949,1156.4,489.56,1
3950,1157.15,489.85,1
3951,1156.25,490.19,1
3952,1155.82,490.11,1
3953,1156.61,491.11,1
3954,1155.89,490.67,1
3955,1155.64,489.81,1
3956,1156.13,490.02,1
3957,1154.5,488.97,1
3958,1154.56,489.59,1
3959,1154.1,489.04,1
3960,1155.96,491.25,1
3961,1157.33,489.51,1
3962,1156.52,490.03,1
3963,1157.89,489.28,1
3964,1157.82,487.01,1
3965,1156.32,488.6,1
3966,1156.33,487.98,1
3967,1153.03,485.4,1
3968,1153.81,483.09,1
3969,1153.5,482.14,1
3970,1151.98,482.81,1
3971,1152.45,480.73,1
3972,1152.77,479.5,1
3973,1152.18,478.14,1
3974,1152.73,479.22,1
3975,1152.82,477.65,1
3976,1151.7,478.28,1
3977,1152.58,479.59,1
3978,1154.45,475.17,1
3979,1153.6,472.6,1
3980,1152.82,469.21,1
3981,1152.29,469.49,1
3982,1154.39,469.23,1
3983,1153.6,469.81,1
3984,1152.53,466.9,1
3985,1151.35,465.1,1
3986,1152.01,466.55,1
3987,1152.43,466.38,1
3988,1150.73,467.03,1
3989,1151.77,470.61,1
3990,1152.97,469.76,1
3991,1153.5,468.54,1
3992,1152.69,468.98,1
3993,1150.77,468.68,1
3994,1150.4,466.73,1
3995,1150.03,465.77,1
3996,1151.39,469.34,1
3997,1150.46,468.92,1
3998,1150.78,468.77,1
3999,1151.51,470.76,1
4000,1150.44,466.59,1
4001,1150.74,468.02,1
4002,1150.44,468.6,1
4003,1149.46,466.3,1
4004,1148.01,466.77,1
4005,1148.11,466.06,1
4006,1149.17,466.39,1
4007,1150.62,468.18,1
4008,1150.95,469.23,1
4009,1150.48,469.17,1
4010,1152.46,469.42,1
4011,1152.15,470,1
4012,1150.5,469.96,1
4013,1151.13,468.85,1
4014,1150.63,471.67,1
4015,1150.95,471.05,1
4016,1151.42,471.86,1
4017,1149.55,471.02,1
4018,1150.69,471.54,1
4019,1117.38,474.98,1
4020,954.75,502.54,1
4021,756.77,538.65,0
4022,576.26,597.74,0
4023,412.54,655.76,0
4024,285.23,673.2,0
4025,282.95,680.39,0
4026,296.16,675.55,0
4027,290.28,678.85,0
4028,292.37,678.39,0
4029,293.4,677.63,0
4030,294.23,677.45,0
4031,294.64,677.2,0
4032,294.64,677.12,1
4033,295.08,677.81,1
4034,294.85,678.49,1
4035,293.81,677.34,1
4036,294.65,678.38,1
4037,250.9,690.85,1
4038,179.72,694.13,1
4039,197.14,693.22,1
4040,197.39,695.69,1
4041,194.16,694.03,1
4042,193.44,694.87,1
4043,195.4,693.74,1
4044,197.07,693.12,1
4045,197.26,693.32,1
4046,197.4,693.58,1
4047,197.53,694.68,1
4048,198.37,696.03,1
4049,199.63,695.35,1
4050,197.98,695.14,1
4051,199.86,699.43,1
4052,198.37,700.2,1
4053,198.33,702.32,1
4054,198.63,699.88,1
4055,199.53,677.98,1
4056,203.37,673.67,1
4057,203.06,682.85,1
4058,201.4,682.87,1
4059,203.8,682.68,1
4060,202.15,683.63,1
4061,203.91,685.63,1
4062,202.9,684.02,1
4063,202.76,683.98,1
4064,202.61,684.4,1
4065,202.06,686.29,1
4066,201.58,686.33,1
4067,201.64,685.46,1
4068,200.41,687.08,1
4069,203.02,686.89,1
4070,202.43,686.92,1
4071,200.04,688.49,1
4072,198.9,688.98,1
4073,197.54,688.97,1
4074,198.8,689.56,1
4075,198.39,690,1
4076,198.96,689.54,1
4077,199.59,687.27,1
4078,200.08,688.68,1
4079,200.32,686.09,1
4080,199.32,687.77,1
4081,198.98,688.77,1
4082,199.94,687.73,1
4083,199.18,688.24,1
4084,198.19,689.98,1
4085,199.64,687.61,1
4086,199.74,688.85,1
4087,200.05,686.89,1
4088,200.42,689.04,1
4089,199.19,693.39,1
4090,201.2,696.07,1
4091,200.8,696.16,1
4092,200.24,694.87,1
4093,203.57,693.68,1
4094,290.59,689.73,1
4095,415.15,690.31,1
4096,438.75,688.43,0
4097,434.81,687.52,0
4098,436.96,688.21,0
4099,442.21,688.4,0
4100,441.12,690.72,0
4101,440.94,689.46,0
4102,442.29,688.15,0
4103,443.02,686.7,0
4104,445.15,686.78,1
4105,444.5,687.93,1
4106,443.64,686.3,1
4107,444.34,686.86,1
4108,443.56,686.1,1
4109,446.28,687.78,1
4110,445.45,688.01,1
4111,444.09,687.77,1
4112,444.45,688.54,1
4113,443.92,689.54,1
4114,445.06,688.62,1
4115,444.53,687.57,1
4116,444.59,689.43,1
4117,444.45,688.59,1
4118,442.27,689.08,1
4119,443.67,690.44,1
4120,442.97,688.88,1
4121,444.42,687.51,1
4122,444.77,687.92,1
4123,445.18,688.28,1
4124,444.28,688.95,1
4125,444.73,689.03,1
4126,435.41,689.42,1
4127,432.84,685.61,1
4128,436.53,687.26,1
4129,437.76,686.43,1
4130,437.85,686.66,1
4131,436.69,685.8,1
4132,437.47,686.59,1
4133,437.53,687.21,1
4134,436.96,684.95,1
4135,439.94,684.63,1
4136,441.81,685.22,1
4137,441.71,683.9,1
4138,440.42,683.09,1
4139,438.27,686.24,1
4140,440.54,685.83,1
4141,440.61,684.68,1
4142,441.7,685.67,1
4143,442.44,685.98,1
4144,441.84,685.85,1
4145,441.95,685.54,1
4146,442.3,686.42,1
4147,442.02,685.04,1
4148,442.08,684.83,1
4149,442.39,684.87,1
4150,442.27,685.92,1
4151,444,685.43,1
4152,444.24,687.85,1
4153,446.07,689.44,1
4154,444.99,688.35,1
4155,446.55,688.42,1
4156,447.58,689.77,1
4157,448.25,689.02,1
4158,447.25,688.77,1
4159,448.06,689.75,1
4160,447.32,688.61,1
4161,446.7,689.77,1
4162,446.94,688.95,1
4163,446.93,688.37,1
4164,446.89,687.85,1
4165,445.75,687.8,1
4166,445.71,688.4,1
4167,443.27,689.19,1
4168,443.56,689.43,1
4169,488.17,692.87,1
4170,621.84,700.1,1
4171,687.19,700.17,0
4172,685.12,700.01,0
4173,667.97,698.38,0
4174,672.76,695.62,0
4175,678.48,696.72,0
4176,677.97,694.28,0
4177,678.43,694.46,0
4178,677.78,696.39,0
4179,678.13,699.15,1
4180,677.63,698.01,1
4181,679.12,697.57,1
4182,678.91,699.66,1
4183,679.54,699.66,1
4184,678.01,698.6,1
4185,676.12,696.99,1
4186,675.6,696.61,1
4187,678.67,697.36,1
4188,674.51,698.39,1
4189,675.98,697.8,1
4190,675.69,696.66,1
4191,674.66,697.14,1
4192,675.82,698.12,1
4193,674.54,698,1
4194,673.37,698.39,1
4195,673.89,697.06,1
4196,673.65,696.24,1
4197,674.87,693.24,1
4198,671.96,693.02,1
4199,674.24,691.15,1
4200,673.58,692.13,1
4201,673.35,691.98,1
4202,673.23,690.77,1
4203,671.75,692.79,1
4204,673.79,692.74,1
4205,672.73,691.79,1
4206,671.02,691.18,1
4207,670.46,689.24,1
4208,670.23,688.2,1
4209,668.47,688.13,1
4210,670.23,685.91,1
4211,670.09,689.03,1
4212,670.23,688.81,1
4213,671.48,689.43,1
4214,673.15,688.05,1
4215,671.84,687.26,1
4216,670.1,687.97,1
4217,671.75,688.71,1
4218,670.79,688.79,1
4219,670.95,688.29,1
4220,672.17,685.36,1
4221,671.7,688.1,1
4222,670.15,690.16,1
4223,670.28,690.15,1
4224,669.91,690.35,1
4225,669.31,689.94,1
4226,668.7,687.12,1
4227,668.96,685.69,1
4228,668.08,686.47,1
4229,667.72,688.33,1
4230,668.48,688.6,1
4231,668.83,688.74,1
4232,669.43,688.56,1
4233,668.92,689.84,1
4234,666.42,690.57,1
4235,668.33,691.99,1
4236,667.76,689.91,1
4237,667.79,689.05,1
4238,668.6,689.17,1
4239,668.54,689.05,1
4240,667.86,690.54,1
4241,668.52,691.39,1
4242,668.56,690,1
4243,668.62,690.82,1
4244,667.21,690.37,1
4245,666.91,689.44,1
4246,666.72,692.95,1
4247,667.55,690.73,1
4248,666.82,690.8,1
4249,665.89,692.47,1
4250,664.93,690.19,1
4251,665.79,689.21,1
4252,666.38,690.17,1
4253,666.19,688.74,1
4254,665.46,691.25,1
4255,662.25,694.01,1
4256,663.35,695.41,1
4257,663.13,695.26,1
4258,712.72,692.34,1
4259,808.58,689.31,1
4260,885.18,686.93,0
4261,873.82,691.11,0
4262,868.92,690.49,0
4263,875.5,693.5,0
4264,875.39,691.83,0
4265,874.3,690.97,0
4266,874.05,692.68,0
4267,875.66,693.69,0
4268,874.55,695.28,1
4269,875.89,692.74,1
4270,873.8,691.69,1
4271,874.07,692.09,1
4272,873.69,692.76,1
4273,871.57,693.82,1
4274,870.35,695.63,1
4275,872.42,695.47,1
4276,874.88,696.36,1
4277,875.73,694.05,1
4278,876.66,694.81,1
4279,898.6,699.08,1
4280,900.3,704.57,1
4281,889.92,700.56,1
4282,889.74,700.73,1
4283,890.78,699.55,1
4284,890.38,700.41,1
4285,893,702.88,1
4286,892.72,703.14,1
4287,892.98,703.65,1
4288,891.08,699.67,1
4289,892.14,698.97,1
4290,891.56,700.7,1
4291,891.13,698.61,1
4292,890.84,698.92,1
4293,890.71,696.43,1
4294,890.42,697.83,1
4295,890.61,698,1
4296,891.51,699.11,1
4297,892.19,698.36,1
4298,892.56,699.02,1
4299,892.35,699.06,1
4300,891.07,697.04,1
4301,892,699.72,1
4302,893.37,701.31,1
4303,891.91,698.77,1
4304,890.15,700.72,1
4305,890.25,701.79,1
4306,891.75,701.84,1
4307,890.72,700.69,1
4308,889.64,699.16,1
4309,890.32,698.27,1
4310,889.04,696.1,1
4311,888.27,697.68,1
4312,887.31,696,1
4313,889.36,697.41,1
4314,889.39,697.23,1
4315,889.61,695.65,1
4316,889.55,694.97,1
4317,889.25,694.74,1
4318,890.3,694.93,1
4319,890.37,697.78,1
4320,891.21,696.2,1
4321,890.73,695.82,1
4322,892.17,694.43,1
4323,891.24,694.74,1
4324,892.9,694.31,1
4325,893.55,697.38,1
4326,893.34,694.18,1
4327,894.65,695.6,1
4328,893.68,694.01,1
4329,894.89,693.32,1
4330,893.76,695.18,1
4331,894.77,695.25,1
4332,895.74,694.98,1
4333,910.07,699.64,1
4334,1030.55,707.72,1
4335,1131.93,701.84,1
4336,1145.87,699.53,1
4337,1144.42,706.01,1
4338,1128.74,705.81,1
4339,1138.88,703.59,1
4340,1140.37,702.1,1
4341,1139.41,701.9,1
4342,1139.75,702.65,1
4343,1141.73,703.95,1
4344,1141.39,701.49,1
4345,1141.06,703.56,1
4346,1141.41,704.05,1
4347,1140.97,704.52,1
4348,1141.68,705.05,1
4349,1141.62,709.81,1
4350,1140.14,708.97,1
4351,1142.18,707.84,1
4352,1141.16,707.41,1
4353,1140.82,708.13,1
4354,1140.85,705.84,1
4355,1140.67,706.67,1
4356,1140.13,706.18,1
4357,1140.21,705.54,1
4358,1140.61,708.17,1
4359,1141.11,708.62,1
4360,1140.42,711.02,1
4361,1140.55,710.83,1
4362,1141.26,715.11,1
4363,1141.02,714.88,1
4364,1139.32,713.24,1
4365,1138.83,714.17,1
4366,1139.31,716.45,1
4367,1139.13,716.63,1
4368,1140.34,715.3,1
4369,1139.56,715.78,1
4370,1141.38,716.71,1
4371,1139.79,718.34,1
4372,1140.89,719.38,1
4373,1140.71,719.25,1
4374,1139.33,720.16,1
4375,1138.61,719.71,1
4376,1138.86,718.12,1
4377,1140.09,718.35,1
4378,1140.28,719.97,1
4379,1140.23,720.69,1
4380,1139.33,720.95,1
4381,1140.1,721.52,1
4382,1139.7,721.48,1
4383,1139.95,721.64,1
4384,1139.71,721.75,1
4385,1138.18,721.18,1
4386,1140.68,719.2,1
4387,1139.26,722.01,1
4388,1139.58,722.07,1
4389,1140.2,720.32,1
4390,1140.26,722.64,1
4391,1140.88,724.06,1
4392,1142.02,723.25,1
4393,1141.94,722.55,1
4394,1141.59,721.97,1
4395,1141.58,720.55,1
4396,1142.37,723.03,1
4397,1143.47,723.76,1
4398,1144.84,723.3,1
4399,1145.46,721.65,1
4400,1143.87,720.62,1
4401,1143.25,719.15,1
4402,1143.97,720.44,1
4403,1144.81,720.25,1
4404,1142.96,721.85,1
4405,1144.88,722.08,1
4406,1144.55,722.13,1
4407,1145,720.76,1
4408,1143.6,720.01,1
4409,1145.06,718.48,1
4410,1094.97,727.16,1
4411,916.99,735.46,1
4412,754.39,764.53,0
4413,618.12,795.79,0
4414,484.46,829.39,0
4415,347.15,865.23,0
4416,296.06,884.58,0
4417,313.17,883.35,0
4418,304.4,887.12,0
4419,303.58,887.08,0
4420,302.71,885.41,0
4421,303.83,885.71,0
4422,303.81,883.73,0
4423,302.97,883.65,0
4424,302.35,885.29,1
4425,299.81,886.82,1
4426,298.7,886.42,1
4427,297.3,884.98,1
4428,274.53,886.25,1
4429,185.2,885.59,1
4430,178.75,885.37,1
4431,178.44,890.18,1
4432,181.79,887.66,1
4433,179.45,885.88,1
4434,179.45,888.05,1
4435,178.87,885.83,1
4436,177.58,886.2,1
4437,177.59,887.08,1
4438,176.41,886.75,1
4439,175.36,884.54,1
4440,174.31,884.32,1
4441,175.28,885.33,1
4442,172.45,885.22,1
4443,172.87,885.97,1
4444,171.99,887.13,1
4445,170.45,887.23,1
4446,170.17,887.2,1
4447,170.71,890.67,1
4448,170.2,891.96,1
4449,170.79,892.7,1
4450,170.8,893.32,1
4451,171.85,892.28,1
4452,170.64,891.81,1
4453,170.71,893.48,1
4454,171.59,891.84,1
4455,170.23,891.9,1
4456,172.66,891.09,1
4457,178,871.42,1
4458,179.16,868.24,1
4459,177.64,873.82,1
4460,177.9,874.45,1
4461,177.84,873.19,1
4462,178.07,874.63,1
4463,178.3,874.83,1
4464,180.95,872.72,1
4465,180.65,871.55,1
4466,181.05,871.33,1
4467,183.89,869.96,1
4468,183.67,868.91,1
4469,184.41,869.99,1
4470,184.37,869.88,1
4471,185.26,869.8,1
4472,185.15,869.05,1
4473,185.53,871.9,1
4474,186.66,868.63,1
4475,185.93,869.64,1
4476,187.17,871.25,1
4477,188.26,871.42,1
4478,190.26,871.09,1
4479,188.89,868.97,1
4480,190.28,868.76,1
4481,189.1,868.1,1
4482,188.09,867.78,1
4483,187.4,870.12,1
4484,188.98,870.47,1
4485,188.33,868.26,1
4486,188.8,869.11,1
4487,188.82,869.27,1
4488,188.72,868.98,1
4489,188.36,871.25,1
4490,189.16,867.03,1
4491,188.21,869.42,1
4492,186.57,868.04,1
4493,187.62,868.21,1
4494,187.76,866.91,1
4495,188.99,864.35,1
4496,188.83,864.05,1
4497,189.07,864.26,1
4498,188.32,864.43,1
4499,189.07,863.7,1
4500,188.49,862.42,1
4501,187.96,862.48,1
4502,188.58,862.68,1
4503,188.41,863.91,1
4504,187.83,864,1
4505,188.12,862.58,1
4506,190.25,860.95,1
4507,188.86,860.18,1
4508,189.6,861.24,1
4509,187.84,861.82,1
4510,188.85,860.99,1
4511,188.94,859.84,1
4512,189.48,861.27,1
4513,188.35,860.96,1
4514,187.98,858.38,1
4515,188.73,858.48,1
4516,188.95,859.41,1
4517,189.23,859.87,1
4518,190.27,859.8,1
4519,199.09,856.23,1
4520,321.16,864.14,1
4521,423.08,871.82,1
4522,446.29,871.23,0
4523,423.59,869.17,0
4524,416.28,871.58,0
4525,427.72,871.33,0
4526,426.86,872.45,0
4527,426.9,871.06,0
4528,427.63,870.37,0
4529,429.29,871.59,0
4530,430.56,871.95,0
4531,430.8,872.51,1
4532,430.08,872.98,1
4533,429.54,871.55,1
4534,431.09,870.6,1
4535,430.23,872.63,1
4536,428.61,873.52,1
4537,429.24,871.18,1
4538,429.7,873.3,1
4539,427.45,874.46,1
4540,427.93,877.39,1
4541,428.42,880.8,1
4542,427.69,879.63,1
4543,426.82,875.61,1
4544,427.95,873.01,1
4545,428.92,874.83,1
4546,428.8,873.87,1
4547,429.22,874.35,1
4548,429.63,877.39,1
4549,431.09,876.62,1
4550,430.63,876.6,1
4551,431.96,881.04,1
