Time,EyeTracking_X,EyeTracking_Y,Gaze
6903,512.96,240.65,1
6904,513.9,239.55,1
6905,513.48,238.77,1
6906,511.95,239.98,1
6907,511.74,238.95,1
6908,509.97,240.48,1
6909,509.85,239.54,1
6910,509.75,241.83,1
6911,508.53,241.99,1
6912,509.37,242.09,1
6913,509.73,242.03,1
6914,509.67,243.9,1
6915,510.71,242.41,1
6916,511.21,241.4,1
6917,511.83,241.1,1
6918,512.25,239.83,1
6919,512.22,241.04,1
6920,510.65,242.9,1
6921,491.52,245.38,1
6922,462.58,244.42,1
6923,465.72,246.71,1
6924,469.92,244.91,1
6925,468.43,245.92,1
6926,469.94,244.81,1
6927,476.71,245.09,1
6928,570.02,224.25,0
6929,705.15,157.84,0
6930,810.19,109.48,0
6931,889.47,88.84,0
6932,868.81,93.65,0
6933,870.14,91.37,0
6934,877.66,87.94,0
6935,878.7,86.49,0
6936,880.36,87.47,0
6937,881.15,84.63,0
6938,882.05,85.16,0
6939,882.37,83,0
6940,881.33,84.36,1
6941,879.8,83,1
6942,880.63,85.01,1
6943,881.91,85.15,1
6944,881.86,84.97,1
6945,881.57,83.87,1
6946,881.16,83.88,1
6947,880.78,83.56,1
6948,880.47,84.89,1
6949,882.12,83.55,1
6950,881.82,84.45,1
6951,880.54,86.19,1
6952,880.47,85.45,1
6953,880.68,84.49,1
6954,880.04,85.65,1
6955,881.93,84.54,1
6956,881.22,85.28,1
6957,887.31,83.4,1
6958,907.44,63.97,1
6959,890.88,56.23,1
6960,894.98,66.07,1
6961,894.18,67.83,1
6962,894.72,63.82,1
6963,896.13,64.9,1
6964,896.27,64.55,1
6965,894.23,66.81,1
6966,893.46,65.76,1
6967,893.59,66.91,1
6968,894.83,64.71,1
6969,895.69,66.24,1
6970,897.22,66.79,1
6971,897.05,67.6,1
6972,896.14,67.88,1
6973,896.33,66.11,1
6974,897.55,66.89,1
6975,897.69,67.87,1
6976,898.97,67.38,1
6977,899.43,67.93,1
6978,899.57,67.21,1
6979,899.67,67.12,1
6980,900.84,67.38,1
6981,900.01,68.6,1
6982,898.79,67.63,1
6983,898.26,67.41,1
6984,899.49,69.19,1
6985,898.82,70.43,1
6986,898.57,69.18,1
6987,898.12,68.25,1
6988,899.4,70.46,1
6989,898.17,68.58,1
6990,900.52,70.92,1
6991,901.25,69.55,1
6992,901.95,68.92,1
6993,900.78,69.78,1
6994,900.73,69.88,1
6995,899.18,69.06,1
6996,898.45,66.63,1
6997,898.65,65.55,1
6998,897.72,67.35,1
6999,899.1,69.18,1
7000,899.23,68.52,1
7001,897.35,66.66,1
7002,897.59,64.56,1
7003,897.13,64.66,1
7004,898.31,66.04,1
7005,898.25,63.34,1
7006,898.15,63.77,1
7007,896.61,62.22,1
7008,896.57,64.64,1
7009,898.16,65.09,1
7010,896.53,63.29,1
7011,895.54,64.61,1
7012,896.13,64.52,1
7013,895.61,63.08,1
7014,895.78,63.7,1
7015,896.21,63.17,1
7016,896.3,64.82,1
7017,895.49,63.61,1
7018,895.39,64.1,1
7019,895.65,67.16,1
7020,894.67,68.6,1
7021,894.78,66.34,1
7022,895.44,66.94,1
7023,894.83,65.79,1
7024,894.77,66.91,1
7025,895.06,69.04,1
7026,895.37,68.79,1
7027,894.88,69.15,1
7028,895.15,67.21,1
7029,895.86,66.75,1
7030,895.78,65.9,1
7031,895.11,68.5,1
7032,894.67,68.8,1
7033,894.27,68.89,1
7034,895.74,68.74,1
7035,895.54,69.1,1
7036,895.63,69.44,1
7037,896.13,68.51,1
7038,895.87,68.11,1
7039,895.25,67.92,1
7040,897.37,67.94,1
7041,915.12,65.4,1
7042,906.1,56.53,1
7043,904.9,55.62,1
7044,905.46,56.88,1
7045,904.52,60.46,1
7046,904.51,59.08,1
7047,905.45,59.88,1
7048,905.7,60.83,1
7049,907.17,61.59,1
7050,905.78,60.64,1
7051,906.19,60.31,1
7052,904.5,58.61,1
7053,905.39,59.1,1
7054,904.43,59.37,1
7055,906.25,59.74,1
7056,904.55,60.16,1
7057,905.67,60.03,1
7058,903.31,60.42,1
7059,904.16,60.56,1
7060,906.77,58.27,1
7061,906.65,58.01,1
7062,905.65,59.47,1
7063,906.53,60.4,1
7064,906.29,59.36,1
7065,907.06,59.82,1
7066,908.25,58.41,1
7067,908.48,56.83,1
7068,910.66,58.46,1
7069,892.66,66.7,1
7070,784.57,84.77,1
7071,728.15,90.16,0
7072,715.15,89.28,0
7073,673.38,105.57,0
7074,706.77,111.12,0
7075,691.6,123.78,0
7076,686.29,120.92,0
7077,687.73,120.34,0
7078,688.8,119.04,0
7079,688.61,121.34,0
7080,687.78,121.34,0
7081,688.15,123.52,0
7082,688.29,124.89,0
7083,688.75,126.83,1
7084,639.22,142.79,1
7085,467.4,214.52,1
7086,410.39,258.42,0
7087,428.05,243.2,0
7088,425,239.13,0
7089,417.43,248.92,0
7090,416.88,248.23,0
7091,415.6,246.81,0
7092,416.18,247.78,0
7093,416.95,246.62,0
7094,416.59,246.58,0
7095,416.23,246.46,1
7096,417.04,244.24,1
7097,416.56,245.09,1
7098,417.48,245.04,1
7099,417.1,242.97,1
7100,417.05,246.37,1
7101,414.92,243.37,1
7102,414.99,243.63,1
7103,413.51,244.7,1
7104,413.03,244.46,1
7105,398.01,248.25,1
7106,376.46,260.59,1
7107,383.99,258.49,1
7108,384.38,256.22,1
7109,382.87,254.73,1
7110,383.81,255.52,1
7111,385.42,254.51,1
7112,383.53,255.78,1
7113,383.25,254.37,1
7114,383.13,254.68,1
7115,383.35,253.26,1
7116,383.77,254.99,1
7117,384.66,257.42,1
7118,384.58,257.31,1
7119,383.88,258.08,1
7120,384.34,257.32,1
7121,384.9,257.91,1
7122,385.86,257.62,1
7123,384.12,256.84,1
7124,384.23,254.81,1
7125,387.23,253.82,1
7126,384.78,253.24,1
7127,383.33,253.87,1
7128,384.19,255.33,1
7129,386.69,254.95,1
7130,386,252.9,1
7131,385.52,256.53,1
7132,385.95,256.86,1
7133,384.76,255.69,1
7134,384.42,257.81,1
7135,384.66,256.53,1
7136,384.3,259.5,1
7137,388.67,257,1
7138,455.9,256.7,1
7139,491.13,261.22,1
7140,467.95,258.72,0
7141,470.6,263.06,0
7142,475.68,259.19,0
7143,476.94,257.64,0
7144,476.21,258.91,0
7145,477.79,258.09,0
7146,477.99,259.58,0
7147,479.3,260.32,0
7148,480.02,263.08,1
7149,481.95,261.43,1
7150,483.85,258.62,1
7151,484.12,258.91,1
7152,481.59,260.14,1
7153,482.86,263.5,1
7154,481.75,264.21,1
7155,484.05,263.58,1
7156,488.27,261.16,1
7157,543.29,263.97,1
7158,540.75,269.48,1
7159,533.23,267.66,1
7160,534.46,266.02,1
7161,536.61,263.62,1
7162,534.47,265.1,1
7163,531.29,268.98,1
7164,532.24,269.18,1
7165,532.42,270.49,1
7166,531.14,270.7,1
7167,531.83,271.35,1
7168,531.82,270.65,1
7169,531.77,270.66,1
7170,529.96,272.62,1
7171,531.92,271.86,1
7172,532.02,271.76,1
7173,533.6,270.27,1
7174,535.12,272.24,1
7175,538.29,270.89,1
7176,538.16,270.93,1
7177,538.96,268.67,1
7178,536.61,270.85,1
7179,536.64,271.39,1
7180,538.44,273.11,1
7181,535.68,273.43,1
7182,536.62,271.44,1
7183,537.47,272.16,1
7184,537.79,271.28,1
7185,540.47,269.89,1
7186,539.62,269.75,1
7187,540.16,269.29,1
7188,540.94,269.24,1
7189,540.65,269.19,1
7190,541.46,269.83,1
7191,542.06,268.05,1
7192,535.85,269.74,1
7193,519.04,264.16,1
7194,521.44,261.01,1
7195,525.94,261.39,1
7196,525.93,260.7,1
7197,525.94,258.9,1
7198,527.33,260.1,1
7199,524.82,260.15,1
7200,524.65,260.62,1
7201,523.93,261.71,1
7202,522.69,262.24,1
7203,523.07,259.51,1
7204,524.44,260.43,1
7205,525.06,255.55,1
7206,523.81,254.87,1
7207,526.77,254.67,1
7208,526.55,252.37,1
7209,526.01,255.19,1
7210,526.43,254.38,1
7211,525.52,254.13,1
7212,525.5,250.9,1
7213,525.04,252.36,1
7214,523.58,249.05,1
7215,521.78,244.14,1
7216,522.8,244.26,1
7217,522.9,244.11,1
7218,525.25,243.57,1
7219,523.93,240.71,1
7220,524.03,240.97,1
7221,521.69,239.84,1
7222,520.06,239.53,1
7223,519.46,238.65,1
7224,520,239.23,1
7225,521.23,238.37,1
7226,519.14,237.01,1
7227,520.35,236.86,1
7228,513.99,239.82,1
7229,511.18,240.1,1
7230,513.33,238.46,1
7231,512.72,238.58,1
7232,512.98,236.37,1
7233,512.9,237.04,1
7234,513.54,236.84,1
7235,512.94,234.57,1
7236,512.96,233.75,1
7237,511.3,232.93,1
7238,513.53,233.22,1
7239,469.48,243.43,1
7240,357.35,271.85,1
7241,332.59,277.1,0
7242,357.02,272.62,0
7243,352.67,270.91,0
7244,349.92,274.96,0
7245,351.45,274.04,0
7246,350.69,272.53,0
7247,350.12,273.1,0
7248,351.76,275.55,0
7249,351.45,275.98,0
7250,351.79,273.68,1
7251,352.27,273.98,1
7252,353.74,274.92,1
7253,353.13,275.36,1
7254,353.69,272.98,1
7255,353.64,271.23,1
7256,353.64,272.18,1
7257,354.13,273.91,1
7258,352.81,275.02,1
7259,353.05,275.35,1
7260,353.55,274.73,1
7261,355.44,272.47,1
7262,355.53,271.83,1
7263,354.27,276.86,1
7264,354.35,277.52,1
7265,355.61,277.85,1
7266,354.67,279.12,1
7267,354.03,279.75,1
7268,355.01,277.52,1
7269,355.34,277.51,1
7270,353.94,277.46,1
7271,354.35,278.73,1
7272,375.37,280.11,1
7273,407.33,290.86,1
7274,390.94,289.81,1
7275,389.74,290.36,1
7276,391.82,289.78,1
7277,391.57,289.28,1
7278,391.82,290.56,1
7279,390.53,290.56,1
7280,390.63,292.96,1
7281,392.85,292.32,1
7282,391.77,295.9,1
7283,393.59,294.37,1
7284,394.18,295.91,1
7285,393.7,294.78,1
7286,394.94,297.81,1
7287,394.51,297.12,1
7288,394.69,296.08,1
7289,395.76,297.6,1
7290,395.98,297.82,1
7291,396.66,296.51,1
7292,396.73,298.66,1
7293,395.41,297.41,1
7294,404.04,295.81,1
7295,439.87,290.28,1
7296,434.65,291.61,1
7297,429.49,292.05,1
7298,429.5,295.61,1
7299,430.33,292.1,1
7300,429.82,295.77,1
7301,430.46,295.64,1
7302,430.51,297.09,1
7303,430.14,297.99,1
7304,432.46,296.42,1
7305,432.58,296.85,1
7306,431.6,297.58,1
7307,432.37,298.22,1
7308,432.64,299.04,1
7309,432.51,299.15,1
7310,434.06,296.43,1
7311,431.25,299.84,1
7312,433.21,299.01,1
7313,431.61,298.39,1
7314,434.29,296.6,1
7315,434.64,296.68,1
7316,435.46,295.96,1
7317,434.95,297.96,1
7318,434.37,298.34,1
7319,435.26,297.58,1
7320,436.47,295.15,1
7321,435.25,294.92,1
7322,434.31,293.25,1
7323,434.02,294.14,1
7324,432.05,296.35,1
7325,432.57,297.13,1
7326,432.55,294.89,1
7327,432.1,290.47,1
7328,432.28,289.05,1
7329,431.97,288.65,1
7330,433.08,289.5,1
7331,432.39,287.5,1
7332,432.17,290.18,1
7333,431.22,291.17,1
7334,431.09,292.44,1
7335,430.72,292.9,1
7336,430.4,291.49,1
7337,428.26,290.21,1
7338,428.68,290.14,1
7339,428.74,290.7,1
7340,430,290.08,1
7341,428.25,296.36,1
7342,428.77,295.53,1
7343,429.4,287.57,1
7344,426.68,280.16,1
7345,427.16,276.74,1
7346,432.63,289.76,1
7347,430.62,293.73,1
7348,431.08,299.1,1
7349,431.78,298.37,1
7350,431.43,300.59,1
7351,429.95,300.38,1
7352,428.59,299.77,1
7353,429.71,299.86,1
7354,431.5,298.23,1
7355,431.48,297.67,1
7356,430.92,295.88,1
7357,429.46,295.83,1
7358,428.22,295.63,1
7359,427.97,294.66,1
7360,427.05,292.86,1
7361,427.95,294.91,1
7362,428.53,296.54,1
7363,426.52,297.63,1
7364,427.29,295.7,1
7365,426.81,296.73,1
7366,406.57,301.74,1
7367,358.91,307.34,1
7368,377.65,305.18,0
7369,377.58,305.15,0
7370,376.38,308.86,0
7371,375.32,313.87,0
7372,375.25,314.6,0
7373,375.74,315.81,0
7374,376.17,315.36,0
7375,376.32,318.22,0
7376,375.68,318.15,1
7377,374.47,319.49,1
7378,373.95,320.22,1
7379,375.02,321.77,1
7380,375.8,317.71,1
7381,373.86,318.15,1
7382,373.9,318.04,1
7383,373.56,318.81,1
7384,373.27,319.85,1
7385,374.29,320.9,1
7386,371.68,319.77,1
7387,372.25,322.11,1
7388,372.44,320.05,1
7389,372.9,321.44,1
7390,372.8,321.14,1
7391,373.59,321.1,1
7392,372.6,320.24,1
7393,372.13,320.95,1
7394,371.96,320.13,1
7395,373.45,321.43,1
7396,373.02,322.05,1
7397,373.28,320.1,1
7398,372.4,319.72,1
7399,385.37,320.76,1
7400,437.35,321.78,1
7401,434.86,323.86,1
7402,430.35,320.05,1
7403,430.65,320.11,1
7404,432.13,319.45,1
7405,431.54,319.29,1
7406,431.13,320.53,1
7407,430.14,319.46,1
7408,428.59,320.92,1
7409,429,318.92,1
7410,429.01,320.9,1
7411,428.79,319.71,1
7412,428.58,319.17,1
7413,428.79,321.26,1
7414,427.77,320.63,1
7415,427.83,322.26,1
7416,430.08,320.67,1
7417,427.02,322.04,1
7418,427.43,320.47,1
7419,427.27,322.18,1
7420,426.91,322.63,1
7421,428.66,322.78,1
7422,428.41,320.44,1
7423,433.63,315.07,1
7424,438.81,320.96,1
7425,384.29,204.15,1
7426,385.48,271.74,1
7427,347.89,365.38,0
7428,396.875,389.6,0
7429,,,0
7430,,,
7431,,,
7432,,,
7433,,,
7434,306.4666667,175.7333333,0
7435,318.15,171.49,0
7436,382.26,273.35,0
7437,385.38,280.5,0
7438,384.36,281.2,0
7439,385.46,284.61,0
7440,383.89,284.16,0
7441,382.06,283.87,0
7442,381.3,282.4,0
7443,382.36,280.48,1
7444,382.46,280.7,1
7445,382.9,280.66,1
7446,381.43,280.58,1
7447,381.1,283.53,1
7448,381.09,283.24,1
7449,379.83,285.33,1
7450,380.9,284.67,1
7451,381.07,284.13,1
7452,382.04,279.64,1
7453,381.05,282.09,1
7454,382.37,277.36,1
7455,380.82,275.67,1
7456,382.17,276.54,1
7457,382.92,276.66,1
7458,382.33,276.94,1
7459,384.68,276.57,1
7460,384.99,275.28,1
7461,386.31,274.29,1
7462,387.16,277.42,1
7463,386.67,279.38,1
7464,385.84,277.75,1
7465,385.64,278.51,1
7466,386.32,278.07,1
7467,383.05,280.25,1
7468,388.56,278.56,1
7469,439.69,278.61,1
7470,447.22,278.35,1
7471,439.64,278.83,1
7472,438.17,278.64,1
7473,439.71,278.04,1
7474,440.52,278.46,1
7475,440.63,278.48,1
7476,440.07,280.2,1
7477,439.5,277.83,1
7478,440.4,278.74,1
7479,440.03,280.26,1
7480,439.17,282.01,1
7481,438.42,283.59,1
7482,438.08,285.25,1
7483,439.68,285.84,1
7484,441.34,283.99,1
7485,441.18,287.81,1
7486,440.48,283.68,1
7487,439.6,282.01,1
7488,438.66,283.81,1
7489,438.34,280.7,1
7490,441.53,278.32,1
7491,440.56,278.99,1
7492,438.31,281.2,1
7493,439.99,280.87,1
7494,438.65,279.05,1
7495,438.51,280.24,1
7496,438.62,279.37,1
7497,438.88,280.06,1
7498,439.52,278.69,1
7499,437.86,278.75,1
7500,437.84,277.21,1
7501,440.01,278.13,1
7502,439.29,277.61,1
7503,434.14,279.84,1
7504,387.44,301.86,1
7505,393.92,316.45,1
7506,401.22,309.47,1
7507,397.31,310.59,1
7508,396.46,310.9,1
7509,395.93,311.34,1
7510,395.9,309.44,1
7511,394.98,309.77,1
7512,395.96,308.9,1
7513,396.34,307.07,1
7514,394.31,307.22,1
7515,393.96,308.46,1
7516,394.36,306.79,1
7517,394.52,305.37,1
7518,394.27,304.05,1
7519,394.61,305.17,1
7520,394.81,305.67,1
7521,394.86,306.01,1
7522,394.18,305.13,1
7523,393.86,304.24,1
7524,393.56,306.97,1
7525,392.75,305.11,1
7526,393.71,305.36,1
7527,391.75,304.44,1
7528,392.47,305.51,1
7529,392.71,304.39,1
7530,392.18,303.77,1
7531,392.62,306.52,1
7532,391.07,309.01,1
7533,392.34,305.96,1
7534,393.07,304.98,1
7535,391.51,307.99,1
7536,396.08,309.62,1
7537,414.78,306.15,1
7538,410,290.31,1
7539,405.26,289.56,1
7540,409.44,295.12,1
7541,409.72,296.04,1
7542,411.17,292.06,1
7543,405.89,294.15,1
7544,356.83,276.58,0
7545,368.97,259.11,0
7546,383.39,274.12,0
7547,377.98,275.2,0
7548,375.84,271.17,0
7549,379.05,269.37,0
7550,377.54,268.84,0
7551,377.88,270.7,0
7552,377.69,272.06,0
7553,376.97,272.93,0
7554,376.53,274.03,1
7555,376.58,273.4,1
7556,375.99,275.91,1
7557,376.6,273.11,1
7558,377.84,273.25,1
7559,379.14,272.46,1
7560,379.21,271.99,1
7561,380.03,271.99,1
7562,380.54,269.94,1
7563,379.26,269.41,1
7564,379.71,269.57,1
7565,378.85,270.08,1
7566,378.13,268.75,1
7567,378.59,269.8,1
7568,378.27,269.57,1
7569,378.29,268.19,1
7570,378.49,268.83,1
7571,379.44,269.33,1
7572,379.73,273.58,1
7573,368.56,291.05,1
7574,354.75,362.97,1
7575,369.26,371.57,0
7576,363.33,359.79,0
7577,364.23,359.99,0
7578,363.67,361.54,0
7579,365.4,359.99,0
7580,365.53,363.3,0
7581,365.76,363.47,0
7582,364.51,362.96,0
7583,365.29,363.21,1
7584,367,361.77,1
7585,368.76,362.31,1
7586,366.97,363.24,1
7587,366.6,362.71,1
7588,366.53,363.21,1
7589,366.36,363.49,1
7590,367.76,363.07,1
7591,376.6,367.59,1
7592,411,399.44,1
7593,401.15,397.5,1
7594,397.14,390.14,1
7595,400.11,395.71,1
7596,400.51,393.88,1
7597,399.9,394.3,1
7598,399.72,393.76,1
7599,398.24,395.94,1
7600,399.58,395.48,1
7601,399.55,393.99,1
7602,399.66,394.6,1
7603,400.22,394.97,1
7604,402.22,393.25,1
7605,401.39,392.57,1
7606,400.92,393.91,1
7607,402.63,393.99,1
7608,401.34,393.57,1
7609,407.86,395.15,1
7610,446.02,391.79,1
7611,442.11,392.69,1
7612,436.93,389.91,1
7613,435.9,393.32,1
7614,436.67,391.01,1
7615,434.58,391.23,1
7616,434.27,391.5,1
7617,434.35,391.46,1
7618,434.16,390.96,1
7619,433.83,392.61,1
7620,434.56,391.89,1
7621,434.92,390.05,1
7622,434.22,390.3,1
7623,433.82,392.88,1
7624,433.27,393.39,1
7625,433.65,393.34,1
7626,434.01,394.79,1
7627,432.04,395.36,1
7628,433.04,395.18,1
7629,433.03,395.94,1
7630,431.84,397.37,1
7631,431.89,396.67,1
7632,432.17,399.17,1
7633,432.01,398.61,1
7634,432.12,397.63,1
7635,432.06,397.37,1
7636,432.45,397.69,1
7637,439.35,405.54,1
7638,455.88,431.61,1
7639,454.2,423.99,1
7640,450.99,424.86,1
7641,452.64,423.75,1
7642,450.67,424.64,1
7643,450.97,425.94,1
7644,450.91,423.1,1
7645,451.13,425.66,1
7646,451.4,424.87,1
7647,451.95,423.6,1
7648,450.74,424.25,1
7649,451.05,425.07,1
7650,452.72,424.18,1
7651,450.36,423.09,1
7652,452.07,424.96,1
7653,453,426.28,1
7654,433.52,427.44,1
7655,372.52,437.81,1
7656,371.08,442.25,1
7657,376.43,442.11,1
7658,377.75,442.42,1
7659,375.95,441.27,1
7660,377.2,441.67,1
7661,379.11,440.38,1
7662,378.45,440.86,1
7663,378.95,438.6,1
7664,381,440.51,1
7665,380.51,439.68,1
7666,380.3,439.75,1
7667,381.23,440.65,1
7668,379.69,441.41,1
7669,380.72,441.72,1
7670,381.37,442.09,1
7671,381.97,441.3,1
7672,380.5,440.03,1
7673,381.23,441.22,1
7674,379.94,440.42,1
7675,381.02,440.02,1
7676,381.4,441.56,1
7677,381.27,440.2,1
7678,380.78,442.72,1
7679,381.79,442.09,1
7680,380.33,443.05,1
7681,393.67,442.75,1
7682,496.83,445.59,1
7683,542.92,452.28,1
7684,534.68,453.43,1
7685,528.01,452,1
7686,534.01,453.03,1
7687,535.22,451.09,1
7688,534.48,454.79,1
7689,534.56,456.55,1
7690,535,456.12,1
7691,536.1,458.71,1
7692,535.79,457.15,1
7693,536.36,458.8,1
7694,537.42,458.65,1
7695,536.16,458.11,1
7696,535.95,459.51,1
7697,537.6,458.97,1
7698,536.56,459.77,1
7699,536.29,457.61,1
7700,535.74,457.5,1
7701,535.14,458.68,1
7702,536.46,457.66,1
7703,535.19,458.24,1
7704,535.97,457.1,1
7705,536.03,457.08,1
7706,536.27,458.06,1
7707,536.92,456.51,1
7708,535.11,456.26,1
7709,536.72,455.92,1
7710,525.51,459.2,1
7711,462.09,462.5,1
7712,461.6,464.44,1
7713,470.77,463.45,1
7714,467.95,465.04,1
7715,466.56,465.83,1
7716,467.39,464.57,1
7717,466.91,463.82,1
7718,466.53,462.52,1
7719,467.67,462.22,1
7720,467.8,463.06,1
7721,466.35,464.17,1
7722,467.46,464.47,1
7723,466.08,464.58,1
7724,466.32,465.84,1
7725,465.17,465.63,1
7726,466.21,464.53,1
7727,464.77,463.11,1
7728,464.95,463.19,1
7729,466.42,463.91,1
7730,466.06,461.34,1
7731,465.39,461.98,1
7732,428.06,472.79,1
7733,353.24,495.97,1
7734,372.13,492.75,0
7735,377.27,490.11,0
7736,374.14,489.67,0
7737,372.99,487.96,0
7738,372.5,490.13,0
7739,372.96,489.13,0
7740,372.18,488.09,0
7741,372.15,487.25,0
7742,373.29,487.15,1
7743,374.02,487.58,1
7744,373.42,489.26,1
7745,373.36,488.16,1
7746,373.2,486.68,1
7747,372.9,486.46,1
7748,373.43,486.49,1
7749,373.73,487.51,1
7750,371.75,486.53,1
7751,372.12,485.72,1
7752,371.09,487.19,1
7753,371.27,487.44,1
7754,372.19,487.85,1
7755,372.6,485.91,1
7756,371.8,486.44,1
7757,371.62,488.1,1
7758,371.1,487.43,1
7759,371.5,488.15,1
7760,370.25,485.68,1
7761,370.73,487.64,1
7762,371.96,485.75,1
7763,371.95,485.87,1
7764,371.66,484.23,1
7765,371.82,484.27,1
7766,372.03,484.91,1
7767,373.3,484.72,1
7768,358.02,506.43,1
7769,344.81,535.85,1
7770,359.67,531.31,1
7771,358.33,528.29,1
7772,359.33,531.15,1
7773,359.2,531.75,1
7774,358.25,529.42,1
7775,357.66,531.86,1
7776,357.35,531.64,1
7777,357.17,532.01,1
7778,358.56,532.31,1
7779,358.38,532.22,1
7780,360.11,534.76,1
7781,358.9,535.39,1
7782,358.06,539.11,1
7783,357.2,536.52,1
7784,359.2,535.12,1
7785,358.65,534.43,1
7786,360.88,532.88,1
7787,361.9,533.75,1
7788,360.24,535.04,1
7789,361.3,538.73,1
7790,383.17,554.31,1
7791,388.57,563.47,1
7792,382.36,560.67,1
7793,383.86,562.28,1
7794,385.49,562.7,1
7795,385.09,559.14,1
7796,384.73,557.64,1
7797,384.88,558.21,1
7798,383.66,562.72,1
7799,382.1,563.08,1
7800,384.55,561.8,1
7801,384.47,562.66,1
7802,384.45,561.92,1
7803,384.43,563.75,1
7804,384.45,563.42,1
7805,384.12,562.13,1
7806,385.71,564.05,1
7807,386.28,565.91,1
7808,385.32,563.55,1
7809,385.94,564.04,1
7810,385.17,563.87,1
7811,384.04,564.28,1
7812,383.86,563.77,1
7813,384.01,564.04,1
7814,383.41,565.08,1
7815,385.01,564.53,1
7816,383.98,563.03,1
7817,383.41,562.21,1
7818,383.85,563.23,1
7819,384.6,562.68,1
7820,384.24,564.81,1
7821,383.19,563.68,1
7822,382.87,563.44,1
7823,382.93,565.4,1
7824,383.9,564.14,1
7825,383.57,565.23,1
7826,425.99,560.62,1
7827,525.18,551.42,1
7828,565.19,552.81,0
7829,560.04,554.1,0
7830,555.14,553.92,0
7831,559.72,552.7,0
7832,560.7,551.19,0
7833,560.9,549.94,0
7834,561.31,549.47,0
7835,560.76,550.03,0
7836,560.27,549.35,1
7837,560.7,552.43,1
7838,560.36,551.67,1
7839,561.08,552.13,1
7840,559.46,550.13,1
7841,559.66,548.34,1
7842,558.48,552,1
7843,558.86,551.86,1
7844,559.54,551.53,1
7845,559.42,549.33,1
7846,558.72,550.41,1
7847,558.51,549.63,1
7848,558.47,551.61,1
7849,559.85,551.4,1
7850,561.53,551.9,1
7851,559.52,555.5,1
7852,558.49,554.65,1
7853,559.88,553.97,1
7854,558.74,552.96,1
7855,558.43,551.56,1
7856,557.72,550.24,1
7857,558.2,549.27,1
7858,558.35,548,1
7859,559.64,549.82,1
7860,557.36,547.19,1
7861,558.11,548.48,1
7862,558.65,550.4,1
7863,565.67,550.42,1
7864,650.8,559.56,1
7865,705.44,566.77,1
7866,698,567.06,1
7867,690.94,568.88,1
7868,694.3,567.91,1
7869,695.04,567.39,1
7870,695.38,566.48,1
7871,696.98,565.66,1
7872,696.96,565.31,1
7873,697.18,564.72,1
7874,697.4,567.14,1
7875,698.24,566.99,1
7876,696.66,569.56,1
7877,698.61,567.68,1
7878,698.58,568.82,1
7879,699.1,568.79,1
7880,699.1,568.6,1
7881,698.75,571.08,1
7882,700.8,570.22,1
7883,700.31,567.78,1
7884,699.18,569.56,1
7885,700.31,568.5,1
7886,701.03,570.9,1
7887,700.75,572.41,1
7888,701.45,569.19,1
7889,700.95,570.05,1
7890,701.86,571.5,1
7891,700.4,570.93,1
7892,700,572.36,1
7893,700.32,573.74,1
7894,701.92,574.1,1
7895,701.18,572.12,1
7896,701.25,572.48,1
7897,701.86,572.34,1
7898,701.49,572.58,1
7899,701.65,572.35,1
7900,701.13,570.85,1
7901,700.38,573.77,1
7902,701.4,572.51,1
7903,701.99,571.84,1
7904,702.01,573.98,1
7905,701.04,573.33,1
7906,702.02,573.78,1
7907,702.27,573.2,1
7908,702.4,572.88,1
7909,701.76,574.59,1
7910,701.11,572.96,1
7911,701.06,572.65,1
7912,700.32,575.92,1
7913,700.09,576.08,1
7914,701.41,576.62,1
7915,700.72,576.86,1
7916,700.23,578.29,1
7917,700.75,576.69,1
7918,671.3,576.13,1
7919,635.99,576.12,1
7920,653.74,577.34,1
7921,654.5,578.9,1
7922,654.61,581.57,1
7923,652.06,582.48,1
7924,650.64,580.34,1
7925,650.4,582.24,1
7926,651.28,581.71,1
7927,651.33,582.7,1
7928,651.93,581.12,1
7929,651.05,581.19,1
7930,651.6,582.28,1
7931,650.86,583.78,1
7932,651.41,583.62,1
7933,650.24,582.48,1
7934,650.43,583.03,1
7935,650.74,581.76,1
7936,650.37,581.4,1
7937,650.35,582.25,1
7938,650.53,581.77,1
7939,648.42,600.44,1
7940,640.26,607.2,1
7941,639.71,602.25,1
7942,639.9,601.37,1
7943,639.79,602.64,1
7944,641.16,601.17,1
7945,639.35,602.54,1
7946,639.38,601.74,1
7947,640.07,601.1,1
7948,640.08,602.2,1
7949,639.74,602.11,1
7950,639.72,601.35,1
7951,630.97,602.31,1
7952,561.23,604.33,1
7953,540.27,600.2,1
7954,553.34,599.4,1
7955,553.89,601.59,1
7956,551.78,603.57,1
7957,551.36,598.45,1
7958,552.05,602.03,1
7959,551.62,601.72,1
7960,552.04,601.7,1
7961,550.84,601.86,1
7962,550.82,603.17,1
7963,551.73,603.17,1
7964,551.55,600.54,1
7965,552.26,599.95,1
7966,551.79,601.48,1
7967,552.9,601.53,1
7968,552.73,601.82,1
7969,551.91,603.4,1
7970,552.08,602.63,1
7971,552.16,601.91,1
7972,549.99,600.05,1
7973,482.51,599.07,1
7974,389.08,593.19,1
7975,349.77,595.04,0
7976,367.92,592.06,0
7977,378.68,598.06,0
7978,372.07,597.71,0
7979,370.36,597.33,0
7980,372.57,597.82,0
7981,372.74,596.51,0
7982,371.93,595,0
